chrom,start,end,resolution
chrX,900000,1200000,100000
chrX,1300000,2400000,100000
chrX,9000000,9100000,100000
chrX,9800000,10000000,100000
chrX,10500000,10600000,100000
chrX,12100000,12200000,100000
chrX,12600000,12800000,100000
chrX,12900000,13000000,100000
chrX,15500000,15600000,100000
chrX,16500000,16700000,100000
chrX,17900000,18300000,100000
chrX,19100000,20000000,100000
chrX,20700000,28400000,100000
chrX,28500000,28700000,100000
chrX,30100000,30200000,100000
chrX,30500000,30700000,100000
chrX,30900000,31100000,100000
chrX,37300000,37700000,100000
chrX,38000000,40200000,100000
chrX,40400000,40600000,100000
chrX,40900000,41000000,100000
chrX,47100000,48200000,100000
chrX,48300000,50000000,100000
chrX,50800000,50900000,100000
chrX,51600000,52000000,100000
chrX,52100000,52500000,100000
chrX,52700000,55500000,100000
chrX,55700000,56000000,100000
chrX,56100000,56800000,100000
chrX,67300000,67400000,100000
chrX,67600000,70000000,100000
chrX,70200000,71000000,100000
chrX,71100000,71300000,100000
chrX,71700000,72100000,100000
chrX,72200000,73500000,100000
chrX,73600000,74200000,100000
chrX,74800000,75900000,100000
chrX,76000000,77100000,100000
chrX,77300000,77400000,100000
chrX,77700000,77800000,100000
chrX,78400000,78600000,100000
chrX,78800000,79400000,100000
chrX,79600000,79700000,100000
chrX,80000000,80900000,100000
chrX,81100000,81200000,100000
chrX,81300000,82000000,100000
chrX,82100000,82700000,100000
chrX,82900000,83300000,100000
chrX,83400000,83500000,100000
chrX,83600000,84200000,100000
chrX,84500000,84700000,100000
chrX,87400000,87500000,100000
chrX,88100000,88200000,100000
chrX,88300000,88400000,100000
chrX,89300000,89400000,100000
chrX,89600000,89800000,100000
chrX,90000000,91000000,100000
chrX,91100000,91700000,100000
chrX,97900000,98000000,100000
chrX,98100000,100000000,100000
chrX,100100000,100400000,100000
chrX,100700000,101000000,100000
chrX,101100000,101200000,100000
chrX,101900000,102000000,100000
chrX,103500000,105200000,100000
chrX,105300000,105400000,100000
chrX,106200000,107300000,100000
chrX,107400000,107600000,100000
chrX,107700000,107900000,100000
chrX,108100000,108200000,100000
chrX,108300000,108800000,100000
chrX,108900000,109100000,100000
chrX,109300000,109700000,100000
chrX,113000000,118900000,100000
chrX,120000000,120300000,100000
chrX,125900000,127600000,100000
chrX,127900000,130400000,100000
chrX,130500000,131700000,100000
chrX,131800000,135400000,100000
chrX,137600000,137700000,100000
chrX,138000000,138100000,100000
chrX,138400000,138500000,100000
chrX,138600000,138800000,100000
chrX,138900000,139000000,100000
chrX,139100000,139200000,100000
chrX,139300000,139400000,100000
chrX,140000000,140300000,100000
chrX,140400000,140500000,100000
chrX,140600000,141200000,100000
chrX,141900000,142000000,100000
chrX,142100000,142200000,100000
chrX,143900000,144000000,100000
chrX,144900000,145100000,100000
chrX,145200000,151500000,100000
chrX,152600000,152700000,100000
