chrom,start,end,resolution
chrX,300000,2400000,100000
chrX,8400000,10400000,100000
chrX,12500000,13600000,100000
chrX,15100000,15700000,100000
chrX,16400000,17600000,100000
chrX,18000000,20300000,100000
chrX,21400000,22000000,100000
chrX,23300000,24600000,100000
chrX,30100000,30600000,100000
chrX,32800000,33000000,100000
chrX,38300000,41300000,100000
chrX,46700000,50300000,100000
chrX,52900000,54400000,100000
chrX,65900000,66400000,100000
chrX,67200000,68800000,100000
chrX,69100000,70000000,100000
chrX,71100000,73000000,100000
chrX,74300000,74700000,100000
chrX,77300000,78100000,100000
chrX,78800000,78900000,100000
chrX,79000000,79100000,100000
chrX,82400000,84700000,100000
chrX,89000000,89200000,100000
chrX,90000000,91600000,100000
chrX,97600000,100400000,100000
chrX,103600000,105000000,100000
chrX,106400000,107200000,100000
chrX,108300000,110500000,100000
chrX,111800000,112200000,100000
chrX,114700000,116800000,100000
chrX,119900000,120300000,100000
chrX,125700000,127100000,100000
chrX,128200000,133000000,100000
chrX,137200000,137800000,100000
chrX,141900000,142300000,100000
chrX,144100000,145100000,100000
chrX,145300000,147000000,100000
chrX,148800000,152100000,100000
