chrom,start,end,resolution
chrX,700000,2500000,100000
chrX,8600000,13800000,100000
chrX,14700000,15800000,100000
chrX,16100000,20200000,100000
chrX,23300000,24900000,100000
chrX,37000000,42100000,100000
chrX,42400000,42900000,100000
chrX,43100000,57800000,100000
chrX,62300000,62400000,100000
chrX,65400000,66400000,100000
chrX,67200000,68900000,100000
chrX,69000000,69400000,100000
chrX,71400000,71600000,100000
chrX,74300000,74900000,100000
chrX,93800000,94100000,100000
chrX,98300000,98400000,100000
chrX,100000000,100200000,100000
chrX,103800000,105200000,100000
chrX,114600000,116800000,100000
chrX,119900000,120300000,100000
chrX,125800000,126600000,100000
chrX,130500000,133200000,100000
chrX,145300000,147200000,100000
chrX,148700000,151000000,100000
chrX,152300000,153300000,100000
