chrom,start,end,resolution
chrX,900000,1200000,100000
chrX,1300000,2500000,100000
chrX,3200000,3500000,100000
chrX,8800000,9800000,100000
chrX,12400000,13700000,100000
chrX,14900000,15200000,100000
chrX,15300000,15700000,100000
chrX,16100000,16700000,100000
chrX,17300000,17700000,100000
chrX,17900000,18800000,100000
chrX,19100000,19200000,100000
chrX,19400000,19500000,100000
chrX,19600000,20000000,100000
chrX,23500000,23600000,100000
chrX,23700000,23900000,100000
chrX,24300000,24400000,100000
chrX,30700000,30800000,100000
chrX,38100000,38200000,100000
chrX,39500000,41600000,100000
chrX,42600000,42700000,100000
chrX,46400000,50900000,100000
chrX,51100000,52000000,100000
chrX,52100000,52500000,100000
chrX,52700000,55500000,100000
chrX,55700000,56000000,100000
chrX,56100000,56800000,100000
chrX,67500000,67600000,100000
chrX,68200000,68300000,100000
chrX,68600000,68900000,100000
chrX,70800000,70900000,100000
chrX,71100000,71200000,100000
chrX,71600000,71700000,100000
chrX,72200000,73500000,100000
chrX,73600000,74200000,100000
chrX,74500000,75900000,100000
chrX,76000000,91700000,100000
chrX,91900000,138900000,100000
chrX,139000000,139400000,100000
chrX,139500000,139800000,100000
chrX,139900000,140200000,100000
chrX,140500000,140600000,100000
chrX,140800000,141200000,100000
chrX,144900000,146600000,100000
chrX,146700000,147200000,100000
chrX,147300000,147400000,100000
chrX,147600000,147800000,100000
chrX,147900000,148000000,100000
chrX,148800000,150700000,100000
chrX,152600000,152700000,100000
