chrom,start,end,resolution
chrX,1000000,2500000,500000
chrX,3000000,3500000,500000
chrX,8500000,14000000,500000
chrX,14500000,20000000,500000
chrX,21500000,22000000,500000
chrX,23000000,25000000,500000
chrX,37000000,42000000,500000
chrX,42500000,57500000,500000
chrX,65500000,66500000,500000
chrX,67000000,67500000,500000
chrX,68000000,69500000,500000
chrX,74000000,75000000,500000
chrX,103500000,105000000,500000
chrX,114500000,117000000,500000
chrX,120000000,120500000,500000
chrX,126000000,126500000,500000
chrX,130500000,133000000,500000
chrX,145000000,147000000,500000
chrX,149500000,151000000,500000
chrX,152500000,153000000,500000
