chrom,start,end,resolution
chrX,900000,2400000,100000
chrX,7900000,8000000,100000
chrX,8400000,8500000,100000
chrX,8900000,9100000,100000
chrX,9600000,9900000,100000
chrX,10000000,10400000,100000
chrX,10700000,11000000,100000
chrX,11300000,11400000,100000
chrX,12500000,13700000,100000
chrX,14500000,14600000,100000
chrX,14900000,15700000,100000
chrX,16200000,16800000,100000
chrX,17200000,17700000,100000
chrX,17800000,18900000,100000
chrX,19000000,20300000,100000
chrX,21600000,22100000,100000
chrX,22300000,22500000,100000
chrX,22600000,22800000,100000
chrX,22900000,24900000,100000
chrX,30000000,30100000,100000
chrX,30500000,30800000,100000
chrX,31000000,31300000,100000
chrX,37500000,41600000,100000
chrX,43500000,43700000,100000
chrX,43800000,43900000,100000
chrX,44000000,44500000,100000
chrX,44700000,45000000,100000
chrX,46500000,48100000,100000
chrX,48400000,49400000,100000
chrX,49600000,50100000,100000
chrX,50300000,50700000,100000
chrX,52800000,53500000,100000
chrX,53700000,53800000,100000
chrX,53900000,54300000,100000
chrX,62200000,62400000,100000
chrX,65300000,65600000,100000
chrX,65700000,66400000,100000
chrX,67100000,68800000,100000
chrX,69000000,69500000,100000
chrX,69600000,70000000,100000
chrX,71000000,71100000,100000
chrX,71200000,71700000,100000
chrX,72100000,72300000,100000
chrX,73000000,73200000,100000
chrX,74200000,75000000,100000
chrX,77400000,77600000,100000
chrX,77800000,78200000,100000
chrX,81200000,88400000,100000
chrX,88500000,88900000,100000
chrX,89000000,89100000,100000
chrX,90000000,91000000,100000
chrX,91100000,91400000,100000
chrX,97400000,100900000,100000
chrX,103600000,104700000,100000
chrX,104800000,105100000,100000
chrX,105300000,105400000,100000
chrX,106300000,107200000,100000
chrX,107700000,108000000,100000
chrX,108300000,108500000,100000
chrX,109400000,109600000,100000
chrX,111700000,112200000,100000
chrX,114600000,117000000,100000
chrX,119400000,119500000,100000
chrX,119700000,120400000,100000
chrX,125700000,127400000,100000
chrX,128000000,130000000,100000
chrX,130600000,133200000,100000
chrX,135800000,136200000,100000
chrX,137300000,137400000,100000
chrX,137600000,137700000,100000
chrX,143900000,144100000,100000
chrX,145500000,147100000,100000
chrX,147300000,147400000,100000
chrX,148800000,150800000,100000
chrX,150900000,152100000,100000
