chrom,start,end,resolution
chrX,700000,3400000,100000
chrX,8800000,9000000,100000
chrX,9100000,9300000,100000
chrX,13100000,13300000,100000
chrX,16300000,16800000,100000
chrX,17800000,19400000,100000
chrX,19600000,19800000,100000
chrX,23500000,24300000,100000
chrX,39200000,41500000,100000
chrX,44200000,45900000,100000
chrX,46300000,56800000,100000
chrX,56900000,57800000,100000
chrX,65200000,66600000,100000
chrX,67100000,69400000,100000
chrX,74300000,74700000,100000
chrX,88800000,88900000,100000
chrX,93400000,94700000,100000
chrX,97500000,98400000,100000
chrX,99300000,100400000,100000
chrX,103500000,104900000,100000
chrX,106500000,108800000,100000
chrX,109500000,109600000,100000
chrX,110500000,112000000,100000
chrX,114500000,117000000,100000
chrX,119800000,121200000,100000
chrX,125700000,126800000,100000
chrX,127000000,127100000,100000
chrX,128100000,139700000,100000
chrX,141100000,141700000,100000
chrX,143700000,144100000,100000
chrX,144500000,147800000,100000
chrX,148700000,150300000,100000
chrX,150400000,150500000,100000
chrX,152300000,153300000,100000
