chrom,start,end,resolution
chrX,900000,1600000,100000
chrX,1700000,2600000,100000
chrX,2900000,3100000,100000
chrX,3200000,3500000,100000
chrX,6600000,6700000,100000
chrX,8400000,8500000,100000
chrX,8600000,9900000,100000
chrX,10000000,10300000,100000
chrX,10700000,11500000,100000
chrX,11600000,13700000,100000
chrX,14500000,14600000,100000
chrX,15000000,15100000,100000
chrX,15300000,15600000,100000
chrX,16300000,16900000,100000
chrX,17000000,17700000,100000
chrX,17900000,18800000,100000
chrX,19100000,19200000,100000
chrX,19300000,20100000,100000
chrX,21600000,21800000,100000
chrX,23400000,24900000,100000
chrX,37100000,37200000,100000
chrX,37400000,41900000,100000
chrX,43400000,45100000,100000
chrX,45700000,45800000,100000
chrX,46400000,50700000,100000
chrX,51200000,52000000,100000
chrX,52700000,55400000,100000
chrX,55600000,55800000,100000
chrX,56100000,56200000,100000
chrX,56400000,56800000,100000
chrX,56900000,57100000,100000
chrX,57300000,57800000,100000
chrX,60600000,60700000,100000
chrX,61100000,61200000,100000
chrX,61600000,61800000,100000
chrX,62000000,62600000,100000
chrX,64500000,64600000,100000
chrX,65100000,66600000,100000
chrX,67000000,68800000,100000
chrX,69000000,69500000,100000
chrX,69600000,70000000,100000
chrX,71000000,71100000,100000
chrX,71300000,71800000,100000
chrX,72900000,73200000,100000
chrX,74100000,75000000,100000
chrX,77400000,77600000,100000
chrX,82800000,82900000,100000
chrX,93300000,93400000,100000
chrX,93500000,94400000,100000
chrX,97400000,97700000,100000
chrX,97800000,98000000,100000
chrX,98100000,98600000,100000
chrX,99100000,99500000,100000
chrX,99700000,101000000,100000
chrX,102900000,103000000,100000
chrX,103100000,103200000,100000
chrX,103500000,105500000,100000
chrX,106200000,108200000,100000
chrX,108300000,108500000,100000
chrX,109400000,109600000,100000
chrX,111700000,112300000,100000
chrX,114500000,116900000,100000
chrX,119800000,120400000,100000
chrX,125700000,126700000,100000
chrX,127100000,127200000,100000
chrX,128400000,128500000,100000
chrX,129000000,129100000,100000
chrX,129500000,129800000,100000
chrX,130400000,130500000,100000
chrX,130600000,133200000,100000
chrX,135900000,136200000,100000
chrX,143900000,144000000,100000
chrX,145400000,147100000,100000
chrX,147300000,147400000,100000
chrX,148800000,149100000,100000
chrX,149300000,151200000,100000
chrX,152500000,153300000,100000
