chrom,start,end,resolution
chrX,900000,1200000,100000
chrX,1300000,2400000,100000
chrX,9700000,10000000,100000
chrX,10100000,10200000,100000
chrX,10400000,10500000,100000
chrX,11000000,11100000,100000
chrX,12600000,13000000,100000
chrX,13200000,13400000,100000
chrX,16500000,19300000,100000
chrX,19700000,19900000,100000
chrX,20800000,21800000,100000
chrX,22000000,27100000,100000
chrX,27200000,28900000,100000
chrX,30000000,30100000,100000
chrX,38000000,40300000,100000
chrX,40900000,41000000,100000
chrX,41100000,41200000,100000
chrX,47100000,50700000,100000
chrX,53100000,54200000,100000
chrX,67300000,67700000,100000
chrX,67800000,70000000,100000
chrX,70400000,71300000,100000
chrX,71600000,72100000,100000
chrX,72200000,73500000,100000
chrX,73600000,73900000,100000
chrX,74000000,74200000,100000
chrX,74800000,75900000,100000
chrX,76000000,77100000,100000
chrX,77200000,77400000,100000
chrX,77600000,78500000,100000
chrX,79100000,79200000,100000
chrX,80000000,80900000,100000
chrX,81200000,81700000,100000
chrX,81900000,82100000,100000
chrX,82200000,82700000,100000
chrX,82900000,84200000,100000
chrX,84400000,84900000,100000
chrX,85200000,85600000,100000
chrX,85700000,85800000,100000
chrX,86300000,86400000,100000
chrX,87200000,87300000,100000
chrX,87500000,87700000,100000
chrX,88100000,88400000,100000
chrX,89300000,91700000,100000
chrX,97700000,100400000,100000
chrX,100900000,101000000,100000
chrX,103500000,104600000,100000
chrX,106400000,107600000,100000
chrX,107700000,108000000,100000
chrX,108100000,108200000,100000
chrX,108300000,109000000,100000
chrX,109400000,109700000,100000
chrX,110500000,112200000,100000
chrX,114200000,116500000,100000
chrX,120000000,120300000,100000
chrX,125800000,126700000,100000
chrX,126900000,127100000,100000
chrX,128000000,130000000,100000
chrX,130600000,133200000,100000
chrX,135400000,135500000,100000
chrX,135800000,136200000,100000
chrX,140100000,140200000,100000
chrX,140300000,140600000,100000
chrX,141200000,141300000,100000
chrX,145600000,148300000,100000
chrX,148500000,150300000,100000
chrX,150700000,152100000,100000
