chrom,start,end,resolution
chrX,1000000,3500000,500000
chrX,9000000,9500000,500000
chrX,13000000,13500000,500000
chrX,16000000,17000000,500000
chrX,17500000,20000000,500000
chrX,23500000,24500000,500000
chrX,38000000,41500000,500000
chrX,44000000,45500000,500000
chrX,46000000,57500000,500000
chrX,65500000,66500000,500000
chrX,67000000,69500000,500000
chrX,93500000,94500000,500000
chrX,97500000,98500000,500000
chrX,99500000,100500000,500000
chrX,103500000,105000000,500000
chrX,106500000,109000000,500000
chrX,110500000,112000000,500000
chrX,114500000,117000000,500000
chrX,120000000,121000000,500000
chrX,125500000,126500000,500000
chrX,128000000,139000000,500000
chrX,141000000,141500000,500000
chrX,143500000,144000000,500000
chrX,144500000,147500000,500000
chrX,148500000,150500000,500000
chrX,152500000,153000000,500000
