chrom,start,end,resolution
chrX,700000,2500000,100000
chrX,3100000,3300000,100000
chrX,8500000,10300000,100000
chrX,10700000,13700000,100000
chrX,15200000,15600000,100000
chrX,16300000,18900000,100000
chrX,19200000,20100000,100000
chrX,23300000,24800000,100000
chrX,37200000,41800000,100000
chrX,43400000,45100000,100000
chrX,46400000,50700000,100000
chrX,51300000,52000000,100000
chrX,52500000,56900000,100000
chrX,57100000,57800000,100000
chrX,62000000,62600000,100000
chrX,65200000,66600000,100000
chrX,67000000,70000000,100000
chrX,71100000,71800000,100000
chrX,72900000,73100000,100000
chrX,74100000,75100000,100000
chrX,77300000,77500000,100000
chrX,93400000,94400000,100000
chrX,97300000,98600000,100000
chrX,99100000,100900000,100000
chrX,103500000,105400000,100000
chrX,106200000,108200000,100000
chrX,111800000,112300000,100000
chrX,114400000,116900000,100000
chrX,119700000,120500000,100000
chrX,125600000,126700000,100000
chrX,129700000,129800000,100000
chrX,130400000,133200000,100000
chrX,135900000,136200000,100000
chrX,145300000,147200000,100000
chrX,148700000,151100000,100000
chrX,152300000,153300000,100000
