chrom,start,end,resolution
chrX,500000,2500000,500000
chrX,8500000,10500000,500000
chrX,12500000,13000000,500000
chrX,16500000,20500000,500000
chrX,21500000,22000000,500000
chrX,23000000,24500000,500000
chrX,30000000,30500000,500000
chrX,38000000,41000000,500000
chrX,47000000,50000000,500000
chrX,53000000,54500000,500000
chrX,66000000,66500000,500000
chrX,67000000,71000000,500000
chrX,73000000,77500000,500000
chrX,78000000,78500000,500000
chrX,82000000,84500000,500000
chrX,89000000,89500000,500000
chrX,90000000,91500000,500000
chrX,97500000,100500000,500000
chrX,103500000,105000000,500000
chrX,106500000,107000000,500000
chrX,108500000,110500000,500000
chrX,114500000,116500000,500000
chrX,120000000,120500000,500000
chrX,126000000,127000000,500000
chrX,128000000,133000000,500000
chrX,137500000,138000000,500000
chrX,142000000,142500000,500000
chrX,144500000,145000000,500000
chrX,145500000,147000000,500000
chrX,149000000,151500000,500000
chrX,152000000,153000000,500000
