start,end,chrom,resolution
600000,800000,chrX,100000
3300000,3500000,chrX,100000
8700000,9400000,chrX,100000
13000000,13400000,chrX,100000
16200000,16400000,chrX,100000
16700000,16900000,chrX,100000
17700000,17900000,chrX,100000
19300000,19900000,chrX,100000
23400000,23600000,chrX,100000
24200000,24400000,chrX,100000
39100000,39300000,chrX,100000
41400000,41600000,chrX,100000
44100000,44300000,chrX,100000
45800000,46000000,chrX,100000
46200000,46400000,chrX,100000
56700000,57000000,chrX,100000
57700000,57900000,chrX,100000
65100000,65300000,chrX,100000
66500000,66700000,chrX,100000
67000000,67200000,chrX,100000
69300000,69500000,chrX,100000
74200000,74400000,chrX,100000
74600000,74800000,chrX,100000
88700000,89000000,chrX,100000
93300000,93500000,chrX,100000
94600000,94800000,chrX,100000
97400000,97600000,chrX,100000
98300000,98500000,chrX,100000
99200000,99400000,chrX,100000
100300000,100500000,chrX,100000
103400000,103600000,chrX,100000
104800000,105000000,chrX,100000
106400000,106600000,chrX,100000
108700000,108900000,chrX,100000
109400000,109700000,chrX,100000
110400000,110600000,chrX,100000
111900000,112100000,chrX,100000
114400000,114600000,chrX,100000
116900000,117100000,chrX,100000
119700000,119900000,chrX,100000
121100000,121300000,chrX,100000
125600000,125800000,chrX,100000
126700000,127200000,chrX,100000
128000000,128200000,chrX,100000
139600000,139800000,chrX,100000
141000000,141200000,chrX,100000
141600000,141800000,chrX,100000
143600000,143800000,chrX,100000
144000000,144200000,chrX,100000
144400000,144600000,chrX,100000
147700000,147900000,chrX,100000
148600000,148800000,chrX,100000
150200000,150600000,chrX,100000
152200000,152400000,chrX,100000
153200000,153400000,chrX,100000
