start,end,chrom,resolution
800000,1000000,chrX,100000
1100000,1400000,chrX,100000
2300000,2500000,chrX,100000
9600000,9800000,chrX,100000
9900000,10600000,chrX,100000
10900000,11200000,chrX,100000
12500000,12700000,chrX,100000
12900000,13500000,chrX,100000
16400000,16600000,chrX,100000
19200000,19400000,chrX,100000
19600000,20000000,chrX,100000
20700000,20900000,chrX,100000
21700000,22100000,chrX,100000
27000000,27300000,chrX,100000
28800000,29000000,chrX,100000
29900000,30200000,chrX,100000
37900000,38100000,chrX,100000
40200000,40400000,chrX,100000
40800000,41300000,chrX,100000
47000000,47200000,chrX,100000
50600000,50800000,chrX,100000
53000000,53200000,chrX,100000
54100000,54300000,chrX,100000
67200000,67400000,chrX,100000
67600000,67900000,chrX,100000
69900000,70100000,chrX,100000
70300000,70500000,chrX,100000
71200000,71400000,chrX,100000
71500000,71700000,chrX,100000
72000000,72300000,chrX,100000
73400000,73700000,chrX,100000
73800000,74300000,chrX,100000
74700000,74900000,chrX,100000
75800000,76100000,chrX,100000
77000000,77700000,chrX,100000
78400000,78600000,chrX,100000
79000000,79300000,chrX,100000
79900000,80100000,chrX,100000
80800000,81000000,chrX,100000
81100000,81300000,chrX,100000
81600000,82300000,chrX,100000
82600000,83000000,chrX,100000
84100000,84500000,chrX,100000
84800000,85000000,chrX,100000
85100000,85300000,chrX,100000
85500000,85900000,chrX,100000
86200000,86500000,chrX,100000
87100000,87800000,chrX,100000
88000000,88200000,chrX,100000
88300000,88500000,chrX,100000
89200000,89400000,chrX,100000
91600000,91800000,chrX,100000
97600000,97800000,chrX,100000
100300000,100500000,chrX,100000
100800000,101100000,chrX,100000
103400000,103600000,chrX,100000
104500000,104700000,chrX,100000
106300000,106500000,chrX,100000
107500000,107800000,chrX,100000
107900000,108400000,chrX,100000
108900000,109100000,chrX,100000
109300000,109500000,chrX,100000
109600000,109800000,chrX,100000
110400000,110600000,chrX,100000
112100000,112300000,chrX,100000
114100000,114300000,chrX,100000
116400000,116600000,chrX,100000
119900000,120100000,chrX,100000
120200000,120400000,chrX,100000
125700000,125900000,chrX,100000
126600000,127200000,chrX,100000
127900000,128100000,chrX,100000
129900000,130100000,chrX,100000
130500000,130700000,chrX,100000
133100000,133300000,chrX,100000
135300000,135600000,chrX,100000
135700000,135900000,chrX,100000
136100000,136300000,chrX,100000
140000000,140400000,chrX,100000
140500000,140700000,chrX,100000
141100000,141400000,chrX,100000
145500000,145700000,chrX,100000
148200000,148600000,chrX,100000
150200000,150400000,chrX,100000
150600000,150800000,chrX,100000
152000000,152200000,chrX,100000
