start,end,chrom,resolution
500000,1500000,chrX,500000
3000000,4000000,chrX,500000
8500000,10000000,chrX,500000
12500000,14000000,chrX,500000
15500000,18000000,chrX,500000
19500000,20500000,chrX,500000
23000000,25000000,chrX,500000
37500000,38500000,chrX,500000
41000000,42000000,chrX,500000
43500000,44500000,chrX,500000
45000000,46500000,chrX,500000
57000000,58000000,chrX,500000
65000000,67500000,chrX,500000
69000000,70000000,chrX,500000
93000000,95000000,chrX,500000
97000000,101000000,chrX,500000
103000000,104000000,chrX,500000
104500000,105500000,chrX,500000
106000000,107000000,chrX,500000
108500000,109500000,chrX,500000
110000000,111000000,chrX,500000
111500000,112500000,chrX,500000
114000000,115000000,chrX,500000
116500000,117500000,chrX,500000
119500000,121500000,chrX,500000
125000000,127000000,chrX,500000
127500000,128500000,chrX,500000
138500000,139500000,chrX,500000
140500000,142000000,chrX,500000
143000000,145000000,chrX,500000
147000000,149000000,chrX,500000
150000000,151000000,chrX,500000
152000000,153388924,chrX,500000
