start,end,chrom,resolution
0,1000000,chrX,500000
2000000,3000000,chrX,500000
8000000,9000000,chrX,500000
9500000,10500000,chrX,500000
12000000,14000000,chrX,500000
14500000,18500000,chrX,500000
20000000,22500000,chrX,500000
23000000,25000000,chrX,500000
38000000,39000000,chrX,500000
41000000,42000000,chrX,500000
43000000,45500000,chrX,500000
46000000,47000000,chrX,500000
51500000,53000000,chrX,500000
55500000,56500000,chrX,500000
64000000,65000000,chrX,500000
66000000,67500000,chrX,500000
69000000,70000000,chrX,500000
74000000,75500000,chrX,500000
92500000,94500000,chrX,500000
97000000,101000000,chrX,500000
103000000,104000000,chrX,500000
104500000,105500000,chrX,500000
106000000,108500000,chrX,500000
110000000,111000000,chrX,500000
114000000,115000000,chrX,500000
116500000,117500000,chrX,500000
119500000,121000000,chrX,500000
125000000,127000000,chrX,500000
128000000,130500000,chrX,500000
132500000,133500000,chrX,500000
141500000,143000000,chrX,500000
144000000,146000000,chrX,500000
146500000,147500000,chrX,500000
148500000,149500000,chrX,500000
150000000,151000000,chrX,500000
151500000,153388924,chrX,500000
