start,end,chrom,resolution
400000,600000,chrX,100000
2600000,2800000,chrX,100000
3000000,3200000,chrX,100000
3500000,3700000,chrX,100000
4100000,4300000,chrX,100000
4500000,4700000,chrX,100000
6400000,6600000,chrX,100000
7500000,7700000,chrX,100000
8100000,8300000,chrX,100000
10400000,10800000,chrX,100000
11200000,11400000,chrX,100000
12200000,12400000,chrX,100000
13700000,13900000,chrX,100000
14800000,15000000,chrX,100000
15800000,16000000,chrX,100000
16100000,16300000,chrX,100000
17500000,17700000,chrX,100000
17900000,18100000,chrX,100000
20300000,20500000,chrX,100000
21200000,21400000,chrX,100000
21900000,22100000,chrX,100000
23100000,23300000,chrX,100000
24700000,24900000,chrX,100000
29800000,30000000,chrX,100000
31200000,31400000,chrX,100000
37100000,37300000,chrX,100000
37900000,38300000,chrX,100000
41600000,41800000,chrX,100000
43300000,43500000,chrX,100000
45100000,45300000,chrX,100000
45400000,45600000,chrX,100000
45700000,45900000,chrX,100000
46200000,46400000,chrX,100000
57700000,57900000,chrX,100000
63700000,63900000,chrX,100000
66500000,66700000,chrX,100000
66900000,67100000,chrX,100000
69900000,70100000,chrX,100000
71100000,71300000,chrX,100000
72900000,73100000,chrX,100000
74100000,74300000,chrX,100000
74800000,75000000,chrX,100000
77100000,77300000,chrX,100000
77800000,78000000,chrX,100000
93000000,93200000,chrX,100000
93700000,93900000,chrX,100000
97300000,97500000,chrX,100000
98500000,98700000,chrX,100000
99100000,99300000,chrX,100000
100300000,100500000,chrX,100000
100700000,100900000,chrX,100000
101000000,101200000,chrX,100000
103300000,103500000,chrX,100000
105200000,105400000,chrX,100000
106200000,106400000,chrX,100000
107300000,107500000,chrX,100000
108200000,108400000,chrX,100000
110300000,110500000,chrX,100000
111800000,112000000,chrX,100000
112100000,112300000,chrX,100000
114400000,114600000,chrX,100000
116900000,117100000,chrX,100000
119700000,119900000,chrX,100000
120300000,120500000,chrX,100000
125500000,125700000,chrX,100000
126700000,126900000,chrX,100000
128100000,128300000,chrX,100000
129000000,129200000,chrX,100000
129300000,129500000,chrX,100000
133000000,133200000,chrX,100000
135800000,136000000,chrX,100000
136100000,136300000,chrX,100000
136900000,137100000,chrX,100000
137600000,137800000,chrX,100000
141700000,141900000,chrX,100000
142300000,142500000,chrX,100000
143800000,144000000,chrX,100000
147100000,147300000,chrX,100000
148600000,148800000,chrX,100000
151200000,151400000,chrX,100000
151800000,152200000,chrX,100000
