start,end,chrom,resolution
700000,900000,chrX,100000
3300000,3500000,chrX,100000
8200000,8400000,chrX,100000
13300000,13500000,chrX,100000
14900000,15100000,chrX,100000
20200000,20400000,chrX,100000
21500000,21700000,chrX,100000
24500000,24700000,chrX,100000
29900000,30100000,chrX,100000
30500000,30700000,chrX,100000
31000000,31200000,chrX,100000
31400000,31600000,chrX,100000
37500000,37700000,chrX,100000
38100000,38400000,chrX,100000
41500000,41700000,chrX,100000
43400000,43600000,chrX,100000
45800000,46000000,chrX,100000
46100000,46300000,chrX,100000
47900000,48100000,chrX,100000
48300000,48500000,chrX,100000
49100000,49300000,chrX,100000
49600000,49800000,chrX,100000
49900000,50100000,chrX,100000
50300000,50500000,chrX,100000
50700000,50900000,chrX,100000
52600000,52800000,chrX,100000
54300000,54500000,chrX,100000
62100000,62500000,chrX,100000
63400000,63700000,chrX,100000
65400000,65900000,chrX,100000
66500000,66700000,chrX,100000
66900000,67100000,chrX,100000
69600000,69800000,chrX,100000
70900000,71100000,chrX,100000
71600000,71800000,chrX,100000
72000000,72300000,chrX,100000
72900000,73200000,chrX,100000
74000000,74200000,chrX,100000
74800000,75000000,chrX,100000
77300000,77700000,chrX,100000
77800000,78000000,chrX,100000
78100000,78300000,chrX,100000
80800000,81000000,chrX,100000
81300000,81600000,chrX,100000
82100000,82300000,chrX,100000
82500000,82700000,chrX,100000
83100000,83400000,chrX,100000
83500000,83700000,chrX,100000
84000000,84200000,chrX,100000
84400000,84600000,chrX,100000
88400000,88600000,chrX,100000
89100000,89300000,chrX,100000
89900000,90100000,chrX,100000
90300000,90500000,chrX,100000
93200000,93500000,chrX,100000
93600000,93800000,chrX,100000
93900000,94400000,chrX,100000
97300000,97500000,chrX,100000
98700000,98900000,chrX,100000
99000000,99200000,chrX,100000
100400000,100800000,chrX,100000
100900000,101100000,chrX,100000
102500000,102800000,chrX,100000
103500000,103700000,chrX,100000
104800000,105000000,chrX,100000
106200000,106400000,chrX,100000
107500000,107700000,chrX,100000
109300000,109700000,chrX,100000
111400000,111800000,chrX,100000
112100000,112300000,chrX,100000
114500000,114700000,chrX,100000
116400000,116800000,chrX,100000
119700000,119900000,chrX,100000
120200000,120400000,chrX,100000
125700000,125900000,chrX,100000
127500000,127900000,chrX,100000
130000000,130400000,chrX,100000
130500000,130700000,chrX,100000
131400000,131700000,chrX,100000
131800000,132100000,chrX,100000
132300000,132900000,chrX,100000
133000000,133200000,chrX,100000
135800000,136000000,chrX,100000
136100000,136300000,chrX,100000
137000000,137200000,chrX,100000
137400000,137800000,chrX,100000
140700000,141000000,chrX,100000
144400000,144800000,chrX,100000
145400000,145600000,chrX,100000
146700000,147100000,chrX,100000
148800000,149000000,chrX,100000
152100000,152300000,chrX,100000
