start,end,chrom,resolution
800000,1000000,chrX,100000
3300000,3500000,chrX,100000
8400000,8600000,chrX,100000
13300000,13500000,chrX,100000
15100000,15300000,chrX,100000
20100000,20300000,chrX,100000
21500000,21700000,chrX,100000
24700000,24900000,chrX,100000
37500000,37700000,chrX,100000
41500000,41700000,chrX,100000
43500000,43700000,chrX,100000
49300000,49500000,chrX,100000
49600000,49800000,chrX,100000
49900000,50100000,chrX,100000
50400000,50700000,chrX,100000
52500000,52700000,chrX,100000
54300000,54500000,chrX,100000
59700000,59900000,chrX,100000
60500000,60700000,chrX,100000
61900000,62100000,chrX,100000
62600000,62800000,chrX,100000
65000000,65200000,chrX,100000
69700000,69900000,chrX,100000
70900000,71100000,chrX,100000
71700000,71900000,chrX,100000
73900000,74100000,chrX,100000
74900000,75100000,chrX,100000
82500000,82700000,chrX,100000
82900000,83100000,chrX,100000
93100000,93300000,chrX,100000
94600000,94800000,chrX,100000
97100000,97300000,chrX,100000
98500000,98700000,chrX,100000
99000000,99200000,chrX,100000
101100000,101300000,chrX,100000
103100000,103300000,chrX,100000
105200000,105400000,chrX,100000
106100000,106300000,chrX,100000
107900000,108100000,chrX,100000
109300000,109700000,chrX,100000
111400000,111600000,chrX,100000
112200000,112400000,chrX,100000
114200000,114400000,chrX,100000
116900000,117100000,chrX,100000
119400000,119600000,chrX,100000
120600000,120800000,chrX,100000
121000000,121200000,chrX,100000
121300000,121500000,chrX,100000
125400000,125600000,chrX,100000
127100000,127300000,chrX,100000
127900000,128100000,chrX,100000
133200000,133400000,chrX,100000
135700000,135900000,chrX,100000
136200000,136400000,chrX,100000
136900000,137100000,chrX,100000
137600000,137800000,chrX,100000
143600000,143800000,chrX,100000
147000000,147200000,chrX,100000
148600000,148800000,chrX,100000
152000000,152200000,chrX,100000
