start,end,chrom,resolution
800000,1000000,chrX,100000
1100000,1400000,chrX,100000
2400000,2600000,chrX,100000
3100000,3300000,chrX,100000
3400000,3600000,chrX,100000
8700000,8900000,chrX,100000
9700000,9900000,chrX,100000
12300000,12500000,chrX,100000
13600000,13800000,chrX,100000
14800000,15000000,chrX,100000
15100000,15400000,chrX,100000
15600000,15800000,chrX,100000
16000000,16200000,chrX,100000
16600000,16800000,chrX,100000
17200000,17400000,chrX,100000
17600000,18000000,chrX,100000
18700000,18900000,chrX,100000
19000000,19700000,chrX,100000
19900000,20100000,chrX,100000
23400000,24000000,chrX,100000
24200000,24500000,chrX,100000
30600000,30900000,chrX,100000
38000000,38300000,chrX,100000
39400000,39600000,chrX,100000
41500000,41700000,chrX,100000
42500000,42800000,chrX,100000
46300000,46500000,chrX,100000
50800000,51200000,chrX,100000
51900000,52200000,chrX,100000
52400000,52800000,chrX,100000
55400000,55800000,chrX,100000
55900000,56200000,chrX,100000
56700000,56900000,chrX,100000
67400000,67700000,chrX,100000
68100000,68400000,chrX,100000
68500000,68700000,chrX,100000
68800000,69000000,chrX,100000
70700000,71300000,chrX,100000
71500000,71800000,chrX,100000
72100000,72300000,chrX,100000
73400000,73700000,chrX,100000
74100000,74300000,chrX,100000
74400000,74600000,chrX,100000
75800000,76100000,chrX,100000
91600000,92000000,chrX,100000
138800000,139100000,chrX,100000
139300000,139600000,chrX,100000
139700000,140000000,chrX,100000
140100000,140300000,chrX,100000
140400000,140900000,chrX,100000
141100000,141300000,chrX,100000
144800000,145000000,chrX,100000
146500000,146800000,chrX,100000
147100000,148100000,chrX,100000
148700000,148900000,chrX,100000
150600000,150800000,chrX,100000
152500000,152800000,chrX,100000
