start,end,chrom,resolution
800000,1000000,chrX,100000
1500000,1800000,chrX,100000
2500000,2700000,chrX,100000
2800000,3300000,chrX,100000
3400000,3600000,chrX,100000
6500000,6800000,chrX,100000
8300000,8700000,chrX,100000
9800000,10100000,chrX,100000
10200000,10400000,chrX,100000
10600000,10800000,chrX,100000
11400000,11700000,chrX,100000
13600000,13800000,chrX,100000
14400000,14700000,chrX,100000
14900000,15400000,chrX,100000
15500000,15700000,chrX,100000
16200000,16400000,chrX,100000
16800000,17100000,chrX,100000
17600000,18000000,chrX,100000
18700000,18900000,chrX,100000
19000000,19400000,chrX,100000
20000000,20200000,chrX,100000
21500000,21900000,chrX,100000
23300000,23500000,chrX,100000
24800000,25000000,chrX,100000
37000000,37500000,chrX,100000
41800000,42000000,chrX,100000
43300000,43500000,chrX,100000
45000000,45200000,chrX,100000
45600000,45900000,chrX,100000
46300000,46500000,chrX,100000
50600000,50800000,chrX,100000
51100000,51300000,chrX,100000
51900000,52100000,chrX,100000
52600000,52800000,chrX,100000
55300000,55900000,chrX,100000
56000000,56500000,chrX,100000
56700000,57400000,chrX,100000
57700000,57900000,chrX,100000
60500000,60800000,chrX,100000
61000000,61300000,chrX,100000
61500000,62100000,chrX,100000
62500000,62700000,chrX,100000
64400000,64700000,chrX,100000
65000000,65200000,chrX,100000
66500000,66700000,chrX,100000
66900000,67100000,chrX,100000
68700000,69100000,chrX,100000
69400000,69700000,chrX,100000
69900000,70100000,chrX,100000
70900000,71400000,chrX,100000
71700000,71900000,chrX,100000
72800000,73000000,chrX,100000
73100000,73300000,chrX,100000
74000000,74200000,chrX,100000
74900000,75100000,chrX,100000
77300000,77700000,chrX,100000
82700000,83000000,chrX,100000
93200000,93600000,chrX,100000
94300000,94500000,chrX,100000
97300000,97500000,chrX,100000
97600000,98200000,chrX,100000
98500000,98700000,chrX,100000
99000000,99200000,chrX,100000
99400000,99800000,chrX,100000
100900000,101100000,chrX,100000
102800000,103300000,chrX,100000
103400000,103600000,chrX,100000
105400000,105600000,chrX,100000
106100000,106300000,chrX,100000
108100000,108600000,chrX,100000
109300000,109700000,chrX,100000
111600000,111800000,chrX,100000
112200000,112400000,chrX,100000
114400000,114600000,chrX,100000
116800000,117000000,chrX,100000
119700000,119900000,chrX,100000
120300000,120500000,chrX,100000
125600000,125800000,chrX,100000
126600000,126800000,chrX,100000
127000000,127300000,chrX,100000
128300000,128600000,chrX,100000
128900000,129200000,chrX,100000
129400000,129600000,chrX,100000
129700000,129900000,chrX,100000
130300000,130700000,chrX,100000
133100000,133300000,chrX,100000
135800000,136000000,chrX,100000
136100000,136300000,chrX,100000
143800000,144100000,chrX,100000
145300000,145500000,chrX,100000
147000000,147500000,chrX,100000
148700000,148900000,chrX,100000
149000000,149400000,chrX,100000
151100000,151300000,chrX,100000
152400000,152600000,chrX,100000
153200000,153400000,chrX,100000
