start,end,chrom,resolution
800000,1000000,chrX,100000
2300000,2500000,chrX,100000
7800000,8100000,chrX,100000
8300000,8600000,chrX,100000
8800000,9200000,chrX,100000
9500000,9700000,chrX,100000
9800000,10100000,chrX,100000
10300000,10500000,chrX,100000
10600000,10800000,chrX,100000
10900000,11100000,chrX,100000
11200000,11500000,chrX,100000
12400000,12600000,chrX,100000
13600000,13800000,chrX,100000
14400000,14700000,chrX,100000
14800000,15000000,chrX,100000
15600000,15800000,chrX,100000
16100000,16300000,chrX,100000
16700000,16900000,chrX,100000
17100000,17300000,chrX,100000
17600000,17900000,chrX,100000
18800000,19100000,chrX,100000
20200000,20400000,chrX,100000
21500000,21700000,chrX,100000
22000000,23000000,chrX,100000
24800000,25000000,chrX,100000
29900000,30200000,chrX,100000
30400000,30600000,chrX,100000
30700000,31100000,chrX,100000
31200000,31400000,chrX,100000
37400000,37600000,chrX,100000
41500000,41700000,chrX,100000
43400000,44100000,chrX,100000
44400000,44800000,chrX,100000
44900000,45100000,chrX,100000
46400000,46600000,chrX,100000
48000000,48200000,chrX,100000
48300000,48500000,chrX,100000
49300000,49700000,chrX,100000
50000000,50400000,chrX,100000
50600000,50800000,chrX,100000
52700000,52900000,chrX,100000
53400000,54000000,chrX,100000
54200000,54400000,chrX,100000
62100000,62500000,chrX,100000
65200000,65400000,chrX,100000
65500000,65800000,chrX,100000
66300000,66500000,chrX,100000
67000000,67200000,chrX,100000
68700000,69100000,chrX,100000
69400000,69700000,chrX,100000
69900000,70100000,chrX,100000
70900000,71300000,chrX,100000
71600000,71800000,chrX,100000
72000000,72400000,chrX,100000
72900000,73300000,chrX,100000
74100000,74300000,chrX,100000
74900000,75100000,chrX,100000
77300000,77900000,chrX,100000
78100000,78300000,chrX,100000
81100000,81300000,chrX,100000
88300000,88600000,chrX,100000
88800000,89200000,chrX,100000
89900000,90100000,chrX,100000
90900000,91200000,chrX,100000
91300000,91500000,chrX,100000
97300000,97500000,chrX,100000
100800000,101000000,chrX,100000
103500000,103700000,chrX,100000
104600000,104900000,chrX,100000
105000000,105500000,chrX,100000
106200000,106400000,chrX,100000
107100000,107300000,chrX,100000
107600000,107800000,chrX,100000
107900000,108100000,chrX,100000
108200000,108600000,chrX,100000
109300000,109700000,chrX,100000
111600000,111800000,chrX,100000
112100000,112300000,chrX,100000
114500000,114700000,chrX,100000
116900000,117100000,chrX,100000
119300000,119800000,chrX,100000
120300000,120500000,chrX,100000
125600000,125800000,chrX,100000
127300000,127500000,chrX,100000
127900000,128100000,chrX,100000
129900000,130100000,chrX,100000
130500000,130700000,chrX,100000
133100000,133300000,chrX,100000
135700000,135900000,chrX,100000
136100000,136300000,chrX,100000
137200000,137800000,chrX,100000
143800000,144200000,chrX,100000
145400000,145600000,chrX,100000
147000000,147500000,chrX,100000
148700000,148900000,chrX,100000
150700000,151000000,chrX,100000
152000000,152200000,chrX,100000
