start,end,chrom,resolution
700000,900000,chrX,100000
3500000,3700000,chrX,100000
6500000,6900000,chrX,100000
8200000,8400000,chrX,100000
13600000,13800000,chrX,100000
14900000,15100000,chrX,100000
20300000,20500000,chrX,100000
21300000,21500000,chrX,100000
25000000,25200000,chrX,100000
27500000,27700000,chrX,100000
27900000,28100000,chrX,100000
29600000,29800000,chrX,100000
30600000,31000000,chrX,100000
31500000,31700000,chrX,100000
37200000,37400000,chrX,100000
42000000,42200000,chrX,100000
43300000,43500000,chrX,100000
50800000,51000000,chrX,100000
51200000,51400000,chrX,100000
51800000,52000000,chrX,100000
52400000,52600000,chrX,100000
54600000,54800000,chrX,100000
62000000,62200000,chrX,100000
62500000,62700000,chrX,100000
65100000,65300000,chrX,100000
69600000,69800000,chrX,100000
71000000,71200000,chrX,100000
71600000,71800000,chrX,100000
74000000,74200000,chrX,100000
74800000,75000000,chrX,100000
82600000,82800000,chrX,100000
82900000,83100000,chrX,100000
93100000,93300000,chrX,100000
94500000,94700000,chrX,100000
97200000,97400000,chrX,100000
98500000,98700000,chrX,100000
99000000,99200000,chrX,100000
101100000,101300000,chrX,100000
103100000,103300000,chrX,100000
105200000,105400000,chrX,100000
106100000,106300000,chrX,100000
107900000,108100000,chrX,100000
109400000,109700000,chrX,100000
111400000,111600000,chrX,100000
112300000,112500000,chrX,100000
114200000,114400000,chrX,100000
116900000,117100000,chrX,100000
119500000,119700000,chrX,100000
120500000,120700000,chrX,100000
125400000,125600000,chrX,100000
127000000,127200000,chrX,100000
128000000,128500000,chrX,100000
133100000,133300000,chrX,100000
135700000,135900000,chrX,100000
136100000,136300000,chrX,100000
136900000,137100000,chrX,100000
137600000,137800000,chrX,100000
143700000,143900000,chrX,100000
144800000,145000000,chrX,100000
145200000,145400000,chrX,100000
147000000,147200000,chrX,100000
148600000,148800000,chrX,100000
152000000,152200000,chrX,100000
