start,end,chrom,resolution
400000,600000,chrX,100000
2400000,2600000,chrX,100000
8200000,8400000,chrX,100000
9700000,10100000,chrX,100000
10300000,10500000,chrX,100000
10700000,11100000,chrX,100000
12300000,12500000,chrX,100000
13100000,13400000,chrX,100000
13600000,13800000,chrX,100000
14900000,15100000,chrX,100000
15600000,15800000,chrX,100000
16300000,16500000,chrX,100000
16900000,17300000,chrX,100000
17500000,17700000,chrX,100000
18000000,18200000,chrX,100000
20200000,20400000,chrX,100000
21300000,21500000,chrX,100000
21900000,22100000,chrX,100000
23300000,23500000,chrX,100000
24500000,24700000,chrX,100000
29900000,30100000,chrX,100000
30600000,30800000,chrX,100000
32700000,32900000,chrX,100000
33000000,33200000,chrX,100000
37300000,37600000,chrX,100000
38000000,38500000,chrX,100000
41200000,41400000,chrX,100000
43800000,44100000,chrX,100000
44700000,45000000,chrX,100000
46500000,46700000,chrX,100000
48200000,48500000,chrX,100000
50000000,50600000,chrX,100000
51500000,51900000,chrX,100000
52700000,52900000,chrX,100000
54200000,54400000,chrX,100000
65700000,65900000,chrX,100000
66200000,66400000,chrX,100000
67000000,67200000,chrX,100000
68700000,68900000,chrX,100000
69100000,69300000,chrX,100000
69900000,70100000,chrX,100000
70900000,71300000,chrX,100000
73000000,73200000,chrX,100000
74200000,74400000,chrX,100000
74500000,74700000,chrX,100000
77000000,77500000,chrX,100000
78100000,78300000,chrX,100000
78700000,78900000,chrX,100000
79000000,79600000,chrX,100000
79800000,80100000,chrX,100000
81700000,82100000,chrX,100000
82300000,82500000,chrX,100000
84600000,84800000,chrX,100000
88800000,89400000,chrX,100000
89900000,90100000,chrX,100000
90400000,90800000,chrX,100000
91400000,91900000,chrX,100000
97500000,97700000,chrX,100000
100300000,100500000,chrX,100000
100700000,101100000,chrX,100000
103500000,103700000,chrX,100000
104800000,105000000,chrX,100000
106300000,106500000,chrX,100000
107100000,107300000,chrX,100000
108300000,108500000,chrX,100000
110400000,110600000,chrX,100000
111700000,111900000,chrX,100000
112100000,112300000,chrX,100000
114500000,114700000,chrX,100000
116800000,117000000,chrX,100000
119800000,120000000,chrX,100000
120200000,120400000,chrX,100000
125600000,125800000,chrX,100000
126800000,127300000,chrX,100000
127900000,128400000,chrX,100000
129000000,129500000,chrX,100000
129900000,130200000,chrX,100000
132300000,132600000,chrX,100000
133000000,133200000,chrX,100000
137000000,137200000,chrX,100000
137700000,137900000,chrX,100000
140200000,140800000,chrX,100000
141800000,142000000,chrX,100000
142200000,142400000,chrX,100000
143800000,144000000,chrX,100000
144100000,144400000,chrX,100000
145000000,145200000,chrX,100000
145400000,145600000,chrX,100000
146000000,146300000,chrX,100000
147000000,147200000,chrX,100000
148700000,148900000,chrX,100000
149000000,149400000,chrX,100000
152000000,152200000,chrX,100000
