start,end,chrom,resolution
800000,1000000,chrX,100000
1100000,1400000,chrX,100000
2300000,2500000,chrX,100000
8900000,9200000,chrX,100000
9700000,10100000,chrX,100000
10400000,10700000,chrX,100000
12000000,12300000,chrX,100000
12500000,13100000,chrX,100000
15400000,15700000,chrX,100000
16400000,16800000,chrX,100000
17800000,18000000,chrX,100000
18200000,18400000,chrX,100000
19000000,19200000,chrX,100000
19900000,20100000,chrX,100000
20600000,20800000,chrX,100000
28300000,28800000,chrX,100000
30000000,30300000,chrX,100000
30400000,31200000,chrX,100000
37200000,37400000,chrX,100000
37600000,37800000,chrX,100000
37900000,38100000,chrX,100000
40100000,40700000,chrX,100000
40800000,41100000,chrX,100000
47000000,47200000,chrX,100000
48100000,48400000,chrX,100000
49900000,50100000,chrX,100000
50700000,51000000,chrX,100000
51500000,51700000,chrX,100000
51900000,52200000,chrX,100000
52400000,52800000,chrX,100000
55400000,55800000,chrX,100000
55900000,56200000,chrX,100000
56700000,56900000,chrX,100000
67200000,67700000,chrX,100000
69900000,70300000,chrX,100000
70900000,71400000,chrX,100000
71600000,71800000,chrX,100000
72000000,72300000,chrX,100000
73400000,73700000,chrX,100000
74100000,74300000,chrX,100000
74700000,74900000,chrX,100000
75800000,76100000,chrX,100000
77000000,77500000,chrX,100000
77600000,77900000,chrX,100000
78300000,78900000,chrX,100000
79300000,79800000,chrX,100000
79900000,80100000,chrX,100000
80800000,81400000,chrX,100000
81900000,82200000,chrX,100000
82600000,83000000,chrX,100000
83200000,83700000,chrX,100000
84100000,84300000,chrX,100000
84400000,84800000,chrX,100000
87300000,87600000,chrX,100000
88000000,88500000,chrX,100000
89200000,90100000,chrX,100000
90900000,91200000,chrX,100000
91600000,91800000,chrX,100000
97800000,98200000,chrX,100000
99900000,100200000,chrX,100000
100300000,100500000,chrX,100000
100600000,100800000,chrX,100000
100900000,101300000,chrX,100000
101800000,102100000,chrX,100000
103400000,103600000,chrX,100000
105100000,105500000,chrX,100000
106100000,106300000,chrX,100000
107200000,108400000,chrX,100000
108700000,109400000,chrX,100000
109600000,109800000,chrX,100000
112900000,113100000,chrX,100000
118800000,119000000,chrX,100000
119900000,120100000,chrX,100000
120200000,120400000,chrX,100000
125800000,126000000,chrX,100000
127500000,127700000,chrX,100000
127800000,128000000,chrX,100000
130300000,130600000,chrX,100000
131600000,131900000,chrX,100000
135300000,135500000,chrX,100000
137500000,137800000,chrX,100000
137900000,138200000,chrX,100000
138300000,139500000,chrX,100000
139900000,140100000,chrX,100000
140200000,140700000,chrX,100000
141100000,141300000,chrX,100000
141800000,142300000,chrX,100000
143800000,144100000,chrX,100000
144800000,145300000,chrX,100000
151400000,151600000,chrX,100000
152500000,152800000,chrX,100000
