start,end,chrom,resolution
600000,800000,chrX,100000
2400000,2600000,chrX,100000
3000000,3400000,chrX,100000
8400000,8600000,chrX,100000
10200000,10400000,chrX,100000
10600000,10800000,chrX,100000
13600000,13800000,chrX,100000
15100000,15300000,chrX,100000
15500000,15700000,chrX,100000
16200000,16400000,chrX,100000
18800000,19000000,chrX,100000
19100000,19300000,chrX,100000
20000000,20200000,chrX,100000
23200000,23400000,chrX,100000
24700000,24900000,chrX,100000
37100000,37300000,chrX,100000
41700000,41900000,chrX,100000
43300000,43500000,chrX,100000
45000000,45200000,chrX,100000
46300000,46500000,chrX,100000
50600000,50800000,chrX,100000
51200000,51400000,chrX,100000
51900000,52100000,chrX,100000
52400000,52600000,chrX,100000
56800000,57200000,chrX,100000
57700000,57900000,chrX,100000
61900000,62100000,chrX,100000
62500000,62700000,chrX,100000
65100000,65300000,chrX,100000
66500000,66700000,chrX,100000
66900000,67100000,chrX,100000
69900000,70100000,chrX,100000
71000000,71200000,chrX,100000
71700000,71900000,chrX,100000
72800000,73200000,chrX,100000
74000000,74200000,chrX,100000
75000000,75200000,chrX,100000
77200000,77600000,chrX,100000
93300000,93500000,chrX,100000
94300000,94500000,chrX,100000
97200000,97400000,chrX,100000
98500000,98700000,chrX,100000
99000000,99200000,chrX,100000
100800000,101000000,chrX,100000
103400000,103600000,chrX,100000
105300000,105500000,chrX,100000
106100000,106300000,chrX,100000
108100000,108300000,chrX,100000
111700000,111900000,chrX,100000
112200000,112400000,chrX,100000
114300000,114500000,chrX,100000
116800000,117000000,chrX,100000
119600000,119800000,chrX,100000
120400000,120600000,chrX,100000
125500000,125700000,chrX,100000
126600000,126800000,chrX,100000
129600000,129900000,chrX,100000
130300000,130500000,chrX,100000
133100000,133300000,chrX,100000
135800000,136000000,chrX,100000
136100000,136300000,chrX,100000
145200000,145400000,chrX,100000
147100000,147300000,chrX,100000
148600000,148800000,chrX,100000
151000000,151200000,chrX,100000
152200000,152400000,chrX,100000
153200000,153388924,chrX,100000
