start,end,chrom,resolution
600000,800000,chrX,100000
2400000,2600000,chrX,100000
8500000,8700000,chrX,100000
13700000,13900000,chrX,100000
14600000,14800000,chrX,100000
15700000,15900000,chrX,100000
16000000,16200000,chrX,100000
20100000,20300000,chrX,100000
23200000,23400000,chrX,100000
24800000,25000000,chrX,100000
36900000,37100000,chrX,100000
42000000,42200000,chrX,100000
42300000,42500000,chrX,100000
42800000,43200000,chrX,100000
57700000,57900000,chrX,100000
62200000,62500000,chrX,100000
65300000,65500000,chrX,100000
66300000,66500000,chrX,100000
67100000,67300000,chrX,100000
68800000,69100000,chrX,100000
69300000,69500000,chrX,100000
71300000,71700000,chrX,100000
74200000,74400000,chrX,100000
74800000,75000000,chrX,100000
93700000,93900000,chrX,100000
94000000,94200000,chrX,100000
98200000,98500000,chrX,100000
99900000,100300000,chrX,100000
103700000,103900000,chrX,100000
105100000,105300000,chrX,100000
114500000,114700000,chrX,100000
116700000,116900000,chrX,100000
119800000,120000000,chrX,100000
120200000,120400000,chrX,100000
125700000,125900000,chrX,100000
126500000,126700000,chrX,100000
130400000,130600000,chrX,100000
133100000,133300000,chrX,100000
145200000,145400000,chrX,100000
147100000,147300000,chrX,100000
148600000,148800000,chrX,100000
150900000,151100000,chrX,100000
152200000,152400000,chrX,100000
153200000,153388924,chrX,100000
