start,end,chrom,resolution
600000,800000,chrX,100000
2600000,2800000,chrX,100000
3100000,3300000,chrX,100000
3400000,3600000,chrX,100000
4000000,4200000,chrX,100000
4600000,4800000,chrX,100000
6500000,6700000,chrX,100000
6900000,7100000,chrX,100000
7200000,7400000,chrX,100000
7500000,7700000,chrX,100000
8200000,8400000,chrX,100000
10300000,10500000,chrX,100000
10600000,10800000,chrX,100000
11100000,11500000,chrX,100000
12200000,12400000,chrX,100000
13600000,13800000,chrX,100000
14800000,15000000,chrX,100000
15800000,16000000,chrX,100000
16200000,16400000,chrX,100000
17500000,17700000,chrX,100000
17900000,18100000,chrX,100000
20300000,20500000,chrX,100000
21300000,21500000,chrX,100000
21900000,22100000,chrX,100000
23200000,23400000,chrX,100000
24600000,24800000,chrX,100000
26900000,27300000,chrX,100000
29900000,30100000,chrX,100000
31300000,31500000,chrX,100000
32700000,33100000,chrX,100000
37200000,37400000,chrX,100000
37800000,38400000,chrX,100000
41600000,41800000,chrX,100000
43300000,43500000,chrX,100000
45100000,45300000,chrX,100000
45400000,45600000,chrX,100000
45700000,45900000,chrX,100000
46300000,46500000,chrX,100000
52300000,52700000,chrX,100000
57500000,57700000,chrX,100000
63600000,63800000,chrX,100000
64200000,64600000,chrX,100000
64700000,65100000,chrX,100000
66500000,66700000,chrX,100000
66900000,67100000,chrX,100000
68700000,69000000,chrX,100000
69900000,70100000,chrX,100000
71100000,71300000,chrX,100000
72700000,73200000,chrX,100000
74100000,74300000,chrX,100000
74800000,75000000,chrX,100000
77200000,77400000,chrX,100000
78000000,78200000,chrX,100000
82600000,83000000,chrX,100000
91100000,91400000,chrX,100000
93100000,93300000,chrX,100000
93600000,93800000,chrX,100000
97300000,97500000,chrX,100000
98500000,98700000,chrX,100000
99100000,99300000,chrX,100000
100400000,100600000,chrX,100000
100700000,100900000,chrX,100000
101000000,101200000,chrX,100000
102400000,102700000,chrX,100000
103400000,103600000,chrX,100000
105300000,105500000,chrX,100000
106100000,106300000,chrX,100000
107100000,107300000,chrX,100000
107700000,108000000,chrX,100000
108200000,108400000,chrX,100000
110300000,110500000,chrX,100000
111800000,112000000,chrX,100000
112100000,112300000,chrX,100000
114500000,114700000,chrX,100000
116900000,117100000,chrX,100000
119700000,119900000,chrX,100000
120300000,120500000,chrX,100000
122400000,122700000,chrX,100000
125500000,125700000,chrX,100000
126600000,127000000,chrX,100000
128200000,128400000,chrX,100000
128900000,129100000,chrX,100000
129400000,129600000,chrX,100000
133000000,133200000,chrX,100000
135800000,136000000,chrX,100000
136100000,136300000,chrX,100000
136800000,137200000,chrX,100000
137600000,137800000,chrX,100000
141800000,142000000,chrX,100000
142300000,142500000,chrX,100000
143800000,144000000,chrX,100000
144100000,144400000,chrX,100000
147000000,147200000,chrX,100000
148700000,148900000,chrX,100000
151100000,151300000,chrX,100000
151700000,151900000,chrX,100000
152000000,152200000,chrX,100000
