start,end,chrom,resolution
500000,1500000,chrX,500000
2000000,4000000,chrX,500000
8000000,9000000,chrX,500000
13500000,15000000,chrX,500000
19500000,20500000,chrX,500000
21000000,23500000,chrX,500000
24500000,25500000,chrX,500000
36500000,37500000,chrX,500000
41500000,43000000,chrX,500000
57000000,58000000,chrX,500000
65000000,68500000,chrX,500000
69000000,70000000,chrX,500000
73500000,75500000,chrX,500000
103000000,104000000,chrX,500000
104500000,105500000,chrX,500000
114000000,115000000,chrX,500000
116500000,117500000,chrX,500000
119500000,121000000,chrX,500000
125500000,127000000,chrX,500000
130000000,131000000,chrX,500000
132500000,133500000,chrX,500000
144500000,145500000,chrX,500000
146500000,147500000,chrX,500000
149000000,150000000,chrX,500000
150500000,151500000,chrX,500000
152000000,153388924,chrX,500000
