start,end,chrom,resolution
900000,1100000,chrX,100000
1400000,1700000,chrX,100000
3300000,3500000,chrX,100000
8300000,8500000,chrX,100000
13300000,13500000,chrX,100000
15200000,15400000,chrX,100000
17600000,18000000,chrX,100000
20200000,20400000,chrX,100000
21500000,21700000,chrX,100000
24800000,25000000,chrX,100000
30300000,30600000,chrX,100000
31000000,31400000,chrX,100000
37500000,37700000,chrX,100000
38100000,38500000,chrX,100000
41600000,41800000,chrX,100000
43400000,43600000,chrX,100000
45800000,46000000,chrX,100000
46100000,46300000,chrX,100000
49300000,49500000,chrX,100000
49600000,49800000,chrX,100000
49900000,50100000,chrX,100000
50300000,50500000,chrX,100000
50600000,50800000,chrX,100000
52500000,52700000,chrX,100000
54300000,54500000,chrX,100000
59900000,60800000,chrX,100000
62000000,62200000,chrX,100000
62500000,62900000,chrX,100000
63400000,63700000,chrX,100000
64400000,64800000,chrX,100000
65000000,65200000,chrX,100000
69700000,69900000,chrX,100000
70900000,71300000,chrX,100000
71600000,71800000,chrX,100000
72000000,72300000,chrX,100000
72900000,73200000,chrX,100000
74000000,74200000,chrX,100000
74800000,75000000,chrX,100000
77300000,77700000,chrX,100000
77800000,78200000,chrX,100000
81700000,82100000,chrX,100000
82600000,83000000,chrX,100000
88400000,88700000,chrX,100000
93100000,93300000,chrX,100000
94500000,94700000,chrX,100000
97200000,97400000,chrX,100000
98400000,98600000,chrX,100000
99100000,99300000,chrX,100000
101000000,101200000,chrX,100000
102400000,102800000,chrX,100000
103100000,103300000,chrX,100000
105200000,105400000,chrX,100000
106100000,106300000,chrX,100000
107900000,108100000,chrX,100000
108300000,108600000,chrX,100000
109200000,109400000,chrX,100000
109500000,109700000,chrX,100000
111400000,111600000,chrX,100000
112100000,112300000,chrX,100000
114200000,114400000,chrX,100000
116900000,117100000,chrX,100000
119300000,119500000,chrX,100000
119600000,119900000,chrX,100000
120700000,120900000,chrX,100000
121000000,121200000,chrX,100000
121400000,121600000,chrX,100000
125500000,125700000,chrX,100000
126700000,127000000,chrX,100000
127200000,127400000,chrX,100000
127800000,128400000,chrX,100000
129200000,129500000,chrX,100000
133100000,133300000,chrX,100000
134700000,135000000,chrX,100000
135800000,136000000,chrX,100000
136100000,136300000,chrX,100000
137000000,137200000,chrX,100000
137700000,137900000,chrX,100000
140700000,141000000,chrX,100000
143600000,143800000,chrX,100000
144900000,145300000,chrX,100000
147000000,147200000,chrX,100000
148700000,148900000,chrX,100000
151500000,152000000,chrX,100000
