start,end,chrom,resolution
700000,900000,chrX,100000
3200000,3400000,chrX,100000
8300000,8500000,chrX,100000
13300000,13500000,chrX,100000
15000000,15200000,chrX,100000
20200000,20400000,chrX,100000
21500000,21700000,chrX,100000
24500000,24700000,chrX,100000
30000000,30200000,chrX,100000
30300000,30500000,chrX,100000
31000000,31200000,chrX,100000
31300000,31500000,chrX,100000
37500000,37700000,chrX,100000
41400000,41600000,chrX,100000
43500000,43700000,chrX,100000
45900000,46200000,chrX,100000
47900000,48100000,chrX,100000
48300000,48500000,chrX,100000
49200000,49400000,chrX,100000
50400000,50800000,chrX,100000
52700000,52900000,chrX,100000
54200000,54400000,chrX,100000
62100000,62300000,chrX,100000
62400000,62600000,chrX,100000
65500000,65700000,chrX,100000
66400000,66600000,chrX,100000
66900000,67100000,chrX,100000
69500000,69700000,chrX,100000
70900000,71100000,chrX,100000
71600000,71800000,chrX,100000
73900000,74100000,chrX,100000
74800000,75000000,chrX,100000
77800000,78200000,chrX,100000
80800000,81000000,chrX,100000
82200000,82600000,chrX,100000
83300000,83500000,chrX,100000
84000000,84200000,chrX,100000
84400000,84600000,chrX,100000
88500000,88700000,chrX,100000
89200000,89400000,chrX,100000
90100000,90400000,chrX,100000
93800000,94000000,chrX,100000
94100000,94300000,chrX,100000
97400000,97600000,chrX,100000
98700000,99100000,chrX,100000
100900000,101100000,chrX,100000
103400000,103600000,chrX,100000
105000000,105200000,chrX,100000
106200000,106400000,chrX,100000
107600000,107800000,chrX,100000
111500000,111700000,chrX,100000
112100000,112300000,chrX,100000
114500000,114700000,chrX,100000
116500000,116700000,chrX,100000
119700000,119900000,chrX,100000
120200000,120400000,chrX,100000
125700000,125900000,chrX,100000
127500000,127900000,chrX,100000
130200000,130600000,chrX,100000
133000000,133200000,chrX,100000
135800000,136100000,chrX,100000
137100000,137300000,chrX,100000
137600000,137800000,chrX,100000
145500000,145700000,chrX,100000
146800000,147000000,chrX,100000
148800000,149000000,chrX,100000
152100000,152300000,chrX,100000
