start,end,chrom,resolution
800000,1000000,chrX,100000
1100000,1400000,chrX,100000
4700000,5000000,chrX,100000
10400000,10800000,chrX,100000
11500000,11800000,chrX,100000
11900000,12300000,chrX,100000
13700000,14400000,chrX,100000
14500000,14700000,chrX,100000
19200000,19600000,chrX,100000
20100000,20300000,chrX,100000
23300000,23500000,chrX,100000
24300000,24500000,chrX,100000
38000000,38300000,chrX,100000
39000000,39200000,chrX,100000
41400000,41600000,chrX,100000
43500000,44000000,chrX,100000
45600000,45900000,chrX,100000
46200000,46400000,chrX,100000
50600000,50800000,chrX,100000
52100000,52300000,chrX,100000
52400000,52800000,chrX,100000
54500000,54800000,chrX,100000
54900000,55100000,chrX,100000
68000000,68200000,chrX,100000
68300000,68500000,chrX,100000
104300000,104600000,chrX,100000
114600000,114800000,chrX,100000
116800000,117000000,chrX,100000
119700000,119900000,chrX,100000
120100000,120400000,chrX,100000
120500000,120700000,chrX,100000
125600000,125800000,chrX,100000
126900000,127400000,chrX,100000
127800000,128700000,chrX,100000
133700000,133900000,chrX,100000
134800000,135100000,chrX,100000
135700000,135900000,chrX,100000
136400000,136700000,chrX,100000
138300000,138500000,chrX,100000
139600000,139900000,chrX,100000
143800000,144300000,chrX,100000
151400000,151600000,chrX,100000
152500000,152800000,chrX,100000
