start,end,chrom,resolution
600000,800000,chrX,100000
2300000,2500000,chrX,100000
12600000,12800000,chrX,100000
13300000,13500000,chrX,100000
16300000,16500000,chrX,100000
19300000,19900000,chrX,100000
20700000,20900000,chrX,100000
28900000,29100000,chrX,100000
37900000,38100000,chrX,100000
40300000,40500000,chrX,100000
40800000,41100000,chrX,100000
46900000,47100000,chrX,100000
50500000,50700000,chrX,100000
53000000,53200000,chrX,100000
54000000,54200000,chrX,100000
67300000,67500000,chrX,100000
69900000,70300000,chrX,100000
71300000,71700000,chrX,100000
74200000,74400000,chrX,100000
74700000,74900000,chrX,100000
78400000,78600000,chrX,100000
79900000,80100000,chrX,100000
81000000,81300000,chrX,100000
84800000,85000000,chrX,100000
85100000,85300000,chrX,100000
85600000,85800000,chrX,100000
87300000,87600000,chrX,100000
88000000,88400000,chrX,100000
89200000,89400000,chrX,100000
91600000,91800000,chrX,100000
97700000,97900000,chrX,100000
100400000,100600000,chrX,100000
103400000,103600000,chrX,100000
104600000,104800000,chrX,100000
106300000,106500000,chrX,100000
108800000,109000000,chrX,100000
109200000,109400000,chrX,100000
109800000,110000000,chrX,100000
110300000,110500000,chrX,100000
112100000,112300000,chrX,100000
114100000,114300000,chrX,100000
116400000,116600000,chrX,100000
125800000,126000000,chrX,100000
126800000,127000000,chrX,100000
128000000,128200000,chrX,100000
130100000,130300000,chrX,100000
130400000,130600000,chrX,100000
133100000,133300000,chrX,100000
135700000,135900000,chrX,100000
136000000,136200000,chrX,100000
140200000,140500000,chrX,100000
145600000,145800000,chrX,100000
148400000,148700000,chrX,100000
150200000,150400000,chrX,100000
150600000,150800000,chrX,100000
152000000,152200000,chrX,100000
