start,end,chrom,resolution
500000,1500000,chrX,500000
3000000,4000000,chrX,500000
8000000,9000000,chrX,500000
13000000,14000000,chrX,500000
14500000,15500000,chrX,500000
20000000,22000000,chrX,500000
24500000,25500000,chrX,500000
27000000,28500000,chrX,500000
29500000,32000000,chrX,500000
37000000,38000000,chrX,500000
41500000,42500000,chrX,500000
43000000,44000000,chrX,500000
50500000,53000000,chrX,500000
54000000,55000000,chrX,500000
61500000,63000000,chrX,500000
64500000,65500000,chrX,500000
69000000,70000000,chrX,500000
70500000,72000000,chrX,500000
73500000,75500000,chrX,500000
92500000,93500000,chrX,500000
94000000,95000000,chrX,500000
97000000,99500000,chrX,500000
100500000,101500000,chrX,500000
103000000,104000000,chrX,500000
104500000,106500000,chrX,500000
107500000,108500000,chrX,500000
111000000,113000000,chrX,500000
114000000,115000000,chrX,500000
116500000,117500000,chrX,500000
119000000,121000000,chrX,500000
125000000,126000000,chrX,500000
126500000,127500000,chrX,500000
128000000,129000000,chrX,500000
132500000,133500000,chrX,500000
136500000,138000000,chrX,500000
144000000,146000000,chrX,500000
146500000,147500000,chrX,500000
148000000,149000000,chrX,500000
151000000,152000000,chrX,500000
