chrom,start,end,resolution,label
chrX,700000,900000,100000,start_edge
chrX,3300000,3500000,100000,end_edge
chrX,8200000,8400000,100000,start_edge
chrX,13300000,13500000,100000,end_edge
chrX,14900000,15100000,100000,start_edge
chrX,20200000,20400000,100000,end_edge
chrX,21500000,21700000,100000,start_edge
chrX,24500000,24700000,100000,end_edge
chrX,29900000,30100000,100000,start_edge
chrX,30500000,30700000,100000,end_edge
chrX,31000000,31200000,100000,start_edge
chrX,31400000,31600000,100000,end_edge
chrX,37500000,37700000,100000,start_edge
chrX,38100000,38300000,100000,end_edge
chrX,38200000,38400000,100000,start_edge
chrX,41500000,41700000,100000,end_edge
chrX,43400000,43600000,100000,start_edge
chrX,45800000,46000000,100000,end_edge
chrX,46100000,46300000,100000,start_edge
chrX,47900000,48100000,100000,end_edge
chrX,48300000,48500000,100000,start_edge
chrX,49100000,49300000,100000,end_edge
chrX,49600000,49800000,100000,start_edge
chrX,49800000,50000000,100000,end_edge
chrX,50300000,50500000,100000,start_edge
chrX,50700000,50900000,100000,end_edge
chrX,52600000,52800000,100000,start_edge
chrX,54300000,54500000,100000,end_edge
chrX,62100000,62300000,100000,start_edge
chrX,62300000,62500000,100000,end_edge
chrX,63400000,63600000,100000,start_edge
chrX,63500000,63700000,100000,end_edge
chrX,65200000,65400000,100000,start_edge
chrX,65300000,65500000,100000,end_edge
chrX,65400000,65600000,100000,start_edge
chrX,65500000,65700000,100000,end_edge
chrX,65700000,65900000,100000,start_edge
chrX,66500000,66700000,100000,end_edge
chrX,67000000,67200000,100000,start_edge
chrX,69600000,69800000,100000,end_edge
chrX,70900000,71100000,100000,start_edge
chrX,71600000,71800000,100000,end_edge
chrX,72000000,72200000,100000,start_edge
chrX,72100000,72300000,100000,end_edge
chrX,72900000,73100000,100000,start_edge
chrX,73000000,73200000,100000,end_edge
chrX,74000000,74200000,100000,start_edge
chrX,74800000,75000000,100000,end_edge
chrX,77300000,77500000,100000,start_edge
chrX,77500000,77700000,100000,end_edge
chrX,77800000,78000000,100000,start_edge
chrX,78000000,78200000,100000,end_edge
chrX,80700000,80900000,100000,start_edge
chrX,81300000,81500000,100000,end_edge
chrX,81400000,81600000,100000,start_edge
chrX,82100000,82300000,100000,end_edge
chrX,82300000,82500000,100000,start_edge
chrX,82400000,82600000,100000,end_edge
chrX,82500000,82700000,100000,start_edge
chrX,83000000,83200000,100000,end_edge
chrX,83200000,83400000,100000,start_edge
chrX,83300000,83500000,100000,end_edge
chrX,83400000,83600000,100000,start_edge
chrX,83500000,83700000,100000,end_edge
chrX,84000000,84200000,100000,start_edge
chrX,84400000,84600000,100000,end_edge
chrX,88400000,88600000,100000,start_edge
chrX,89200000,89400000,100000,end_edge
chrX,89900000,90100000,100000,start_edge
chrX,90300000,90500000,100000,end_edge
chrX,91500000,91700000,100000,start_edge
chrX,91700000,91900000,100000,end_edge
chrX,93200000,93400000,100000,start_edge
chrX,93300000,93500000,100000,end_edge
chrX,93600000,93800000,100000,start_edge
chrX,93800000,94000000,100000,end_edge
chrX,94000000,94200000,100000,start_edge
chrX,94200000,94400000,100000,end_edge
chrX,97300000,97500000,100000,start_edge
chrX,98700000,98900000,100000,end_edge
chrX,99000000,99200000,100000,start_edge
chrX,100400000,100600000,100000,end_edge
chrX,100600000,100800000,100000,start_edge
chrX,100900000,101100000,100000,end_edge
chrX,103500000,103700000,100000,start_edge
chrX,104800000,105000000,100000,end_edge
chrX,106200000,106400000,100000,start_edge
chrX,107500000,107700000,100000,end_edge
chrX,109300000,109500000,100000,start_edge
chrX,109500000,109700000,100000,end_edge
chrX,111400000,111600000,100000,start_edge
chrX,111500000,111700000,100000,end_edge
chrX,111600000,111800000,100000,start_edge
chrX,112100000,112300000,100000,end_edge
chrX,114500000,114700000,100000,start_edge
chrX,116400000,116600000,100000,end_edge
chrX,116500000,116700000,100000,start_edge
chrX,116600000,116800000,100000,end_edge
chrX,119700000,119900000,100000,start_edge
chrX,120200000,120400000,100000,end_edge
chrX,125700000,125900000,100000,start_edge
chrX,127500000,127700000,100000,end_edge
chrX,127700000,127900000,100000,start_edge
chrX,130000000,130200000,100000,end_edge
chrX,130100000,130300000,100000,start_edge
chrX,130300000,130500000,100000,end_edge
chrX,130500000,130700000,100000,start_edge
chrX,131400000,131600000,100000,end_edge
chrX,131500000,131700000,100000,start_edge
chrX,131800000,132000000,100000,end_edge
chrX,131900000,132100000,100000,start_edge
chrX,132300000,132500000,100000,end_edge
chrX,132500000,132700000,100000,start_edge
chrX,132600000,132800000,100000,end_edge
chrX,132700000,132900000,100000,start_edge
chrX,133000000,133200000,100000,end_edge
chrX,135800000,136000000,100000,start_edge
chrX,136100000,136300000,100000,end_edge
chrX,137000000,137200000,100000,start_edge
chrX,137400000,137600000,100000,end_edge
chrX,137500000,137700000,100000,start_edge
chrX,137600000,137800000,100000,end_edge
chrX,140700000,140900000,100000,start_edge
chrX,140800000,141000000,100000,end_edge
chrX,144400000,144600000,100000,start_edge
chrX,144600000,144800000,100000,end_edge
chrX,145400000,145600000,100000,start_edge
chrX,146700000,146900000,100000,end_edge
chrX,146800000,147000000,100000,start_edge
chrX,146900000,147100000,100000,end_edge
chrX,148800000,149000000,100000,start_edge
chrX,150200000,150400000,100000,end_edge
chrX,150300000,150500000,100000,start_edge
chrX,152100000,152300000,100000,end_edge
