chrom,start,end,resolution,label
chrX,400000,600000,100000,start_edge
chrX,700000,900000,100000,end_edge
chrX,800000,1000000,100000,start_edge
chrX,1100000,1300000,100000,end_edge
chrX,1200000,1400000,100000,start_edge
chrX,2300000,2500000,100000,end_edge
chrX,7800000,8000000,100000,start_edge
chrX,7900000,8100000,100000,end_edge
chrX,8900000,9100000,100000,start_edge
chrX,9000000,9200000,100000,end_edge
chrX,10400000,10600000,100000,start_edge
chrX,10500000,10700000,100000,end_edge
chrX,12000000,12200000,100000,start_edge
chrX,12100000,12300000,100000,end_edge
chrX,12600000,12800000,100000,start_edge
chrX,12700000,12900000,100000,end_edge
chrX,12800000,13000000,100000,start_edge
chrX,12900000,13100000,100000,end_edge
chrX,15400000,15600000,100000,start_edge
chrX,15500000,15700000,100000,end_edge
chrX,16400000,16600000,100000,start_edge
chrX,16600000,16800000,100000,end_edge
chrX,17800000,18000000,100000,start_edge
chrX,18200000,18400000,100000,end_edge
chrX,19000000,19200000,100000,start_edge
chrX,19900000,20100000,100000,end_edge
chrX,20600000,20800000,100000,start_edge
chrX,28300000,28500000,100000,end_edge
chrX,28400000,28600000,100000,start_edge
chrX,28600000,28800000,100000,end_edge
chrX,30000000,30200000,100000,start_edge
chrX,30100000,30300000,100000,end_edge
chrX,30400000,30600000,100000,start_edge
chrX,30600000,30800000,100000,end_edge
chrX,30800000,31000000,100000,start_edge
chrX,31000000,31200000,100000,end_edge
chrX,37200000,37400000,100000,start_edge
chrX,37400000,37600000,100000,end_edge
chrX,37500000,37700000,100000,start_edge
chrX,37800000,38000000,100000,end_edge
chrX,37900000,38100000,100000,start_edge
chrX,40100000,40300000,100000,end_edge
chrX,40300000,40500000,100000,start_edge
chrX,40500000,40700000,100000,end_edge
chrX,40800000,41000000,100000,start_edge
chrX,40900000,41100000,100000,end_edge
chrX,47000000,47200000,100000,start_edge
chrX,47100000,47300000,100000,end_edge
chrX,47200000,47400000,100000,start_edge
chrX,48100000,48300000,100000,end_edge
chrX,48200000,48400000,100000,start_edge
chrX,50700000,50900000,100000,end_edge
chrX,50900000,51100000,100000,start_edge
chrX,51500000,51700000,100000,end_edge
chrX,52000000,52200000,100000,start_edge
chrX,52100000,52300000,100000,end_edge
chrX,52600000,52800000,100000,start_edge
chrX,52700000,52900000,100000,end_edge
chrX,53300000,53500000,100000,start_edge
chrX,53400000,53600000,100000,end_edge
chrX,53900000,54100000,100000,start_edge
chrX,54000000,54200000,100000,end_edge
chrX,67500000,67700000,100000,start_edge
chrX,67800000,68000000,100000,end_edge
chrX,67900000,68100000,100000,start_edge
chrX,68000000,68200000,100000,end_edge
chrX,68100000,68300000,100000,start_edge
chrX,70900000,71100000,100000,end_edge
chrX,71000000,71200000,100000,start_edge
chrX,71100000,71300000,100000,end_edge
chrX,71500000,71700000,100000,start_edge
chrX,71700000,71900000,100000,end_edge
chrX,71800000,72000000,100000,start_edge
chrX,71900000,72100000,100000,end_edge
chrX,72100000,72300000,100000,start_edge
chrX,74100000,74300000,100000,end_edge
chrX,74700000,74900000,100000,start_edge
chrX,77000000,77200000,100000,end_edge
chrX,77100000,77300000,100000,start_edge
chrX,77300000,77500000,100000,end_edge
chrX,77600000,77800000,100000,start_edge
chrX,77700000,77900000,100000,end_edge
chrX,78200000,78400000,100000,start_edge
chrX,78500000,78700000,100000,end_edge
chrX,78700000,78900000,100000,start_edge
chrX,79300000,79500000,100000,end_edge
chrX,79500000,79700000,100000,start_edge
chrX,79600000,79800000,100000,end_edge
chrX,79800000,80000000,100000,start_edge
chrX,80100000,80300000,100000,end_edge
chrX,80300000,80500000,100000,start_edge
chrX,80700000,80900000,100000,end_edge
chrX,81200000,81400000,100000,start_edge
chrX,81400000,81600000,100000,end_edge
chrX,81700000,81900000,100000,start_edge
chrX,82100000,82300000,100000,end_edge
chrX,82200000,82400000,100000,start_edge
chrX,82600000,82800000,100000,end_edge
chrX,82700000,82900000,100000,start_edge
chrX,83200000,83400000,100000,end_edge
chrX,83600000,83800000,100000,start_edge
chrX,84100000,84300000,100000,end_edge
chrX,88100000,88300000,100000,start_edge
chrX,88300000,88500000,100000,end_edge
chrX,89900000,90100000,100000,start_edge
chrX,90700000,90900000,100000,end_edge
chrX,90800000,91000000,100000,start_edge
chrX,90900000,91100000,100000,end_edge
chrX,91000000,91200000,100000,start_edge
chrX,91300000,91500000,100000,end_edge
chrX,91500000,91700000,100000,start_edge
chrX,91800000,92000000,100000,end_edge
chrX,97800000,98000000,100000,start_edge
chrX,97900000,98100000,100000,end_edge
chrX,98000000,98200000,100000,start_edge
chrX,101600000,101800000,100000,end_edge
chrX,101700000,101900000,100000,start_edge
chrX,101900000,102100000,100000,end_edge
chrX,103000000,103200000,100000,start_edge
chrX,103300000,103500000,100000,end_edge
chrX,103400000,103600000,100000,start_edge
chrX,105100000,105300000,100000,end_edge
chrX,105200000,105400000,100000,start_edge
chrX,105400000,105600000,100000,end_edge
chrX,106000000,106200000,100000,start_edge
chrX,107200000,107400000,100000,end_edge
chrX,107300000,107500000,100000,start_edge
chrX,107600000,107800000,100000,end_edge
chrX,107700000,107900000,100000,start_edge
chrX,107800000,108000000,100000,end_edge
chrX,107900000,108100000,100000,start_edge
chrX,108000000,108200000,100000,end_edge
chrX,108400000,108600000,100000,start_edge
chrX,108900000,109100000,100000,end_edge
chrX,109200000,109400000,100000,start_edge
chrX,109500000,109700000,100000,end_edge
chrX,109800000,110000000,100000,start_edge
chrX,110000000,110200000,100000,end_edge
chrX,112500000,112700000,100000,start_edge
chrX,112600000,112800000,100000,end_edge
chrX,112900000,113100000,100000,start_edge
chrX,118700000,118900000,100000,end_edge
chrX,119900000,120100000,100000,start_edge
chrX,120200000,120400000,100000,end_edge
chrX,125700000,125900000,100000,start_edge
chrX,127500000,127700000,100000,end_edge
chrX,127800000,128000000,100000,start_edge
chrX,130300000,130500000,100000,end_edge
chrX,130400000,130600000,100000,start_edge
chrX,131300000,131500000,100000,end_edge
chrX,131400000,131600000,100000,start_edge
chrX,131600000,131800000,100000,end_edge
chrX,131700000,131900000,100000,start_edge
chrX,135300000,135500000,100000,end_edge
chrX,137400000,137600000,100000,start_edge
chrX,137800000,138000000,100000,end_edge
chrX,137900000,138100000,100000,start_edge
