chrom,start,end,resolution,label
chrX,600000,800000,100000,start_edge
chrX,1100000,1300000,100000,end_edge
chrX,1200000,1400000,100000,start_edge
chrX,2600000,2800000,100000,end_edge
chrX,2700000,2900000,100000,start_edge
chrX,3300000,3500000,100000,end_edge
chrX,8800000,9000000,100000,start_edge
chrX,9000000,9200000,100000,end_edge
chrX,9200000,9400000,100000,start_edge
chrX,9300000,9500000,100000,end_edge
chrX,12800000,13000000,100000,start_edge
chrX,12900000,13100000,100000,end_edge
chrX,16200000,16400000,100000,start_edge
chrX,16600000,16800000,100000,end_edge
chrX,17400000,17600000,100000,start_edge
chrX,17500000,17700000,100000,end_edge
chrX,17800000,18000000,100000,start_edge
chrX,18800000,19000000,100000,end_edge
chrX,18900000,19100000,100000,start_edge
chrX,19100000,19300000,100000,end_edge
chrX,19500000,19700000,100000,start_edge
chrX,19800000,20000000,100000,end_edge
chrX,23400000,23600000,100000,start_edge
chrX,24000000,24200000,100000,end_edge
chrX,24100000,24300000,100000,start_edge
chrX,24300000,24500000,100000,end_edge
chrX,38000000,38200000,100000,start_edge
chrX,38100000,38300000,100000,end_edge
chrX,38400000,38600000,100000,start_edge
chrX,38500000,38700000,100000,end_edge
chrX,39100000,39300000,100000,start_edge
chrX,40600000,40800000,100000,end_edge
chrX,40700000,40900000,100000,start_edge
chrX,41400000,41600000,100000,end_edge
chrX,44200000,44400000,100000,start_edge
chrX,45400000,45600000,100000,end_edge
chrX,45700000,45900000,100000,start_edge
chrX,45900000,46100000,100000,end_edge
chrX,46300000,46500000,100000,start_edge
chrX,47700000,47900000,100000,end_edge
chrX,47800000,48000000,100000,start_edge
chrX,51900000,52100000,100000,end_edge
chrX,52000000,52200000,100000,start_edge
chrX,52500000,52700000,100000,end_edge
chrX,52600000,52800000,100000,start_edge
chrX,56700000,56900000,100000,end_edge
chrX,56800000,57000000,100000,start_edge
chrX,57300000,57500000,100000,end_edge
chrX,57400000,57600000,100000,start_edge
chrX,57700000,57900000,100000,end_edge
chrX,65100000,65300000,100000,start_edge
chrX,65500000,65700000,100000,end_edge
chrX,65600000,65800000,100000,start_edge
chrX,66600000,66800000,100000,end_edge
chrX,67100000,67300000,100000,start_edge
chrX,69300000,69500000,100000,end_edge
chrX,71200000,71400000,100000,start_edge
chrX,71300000,71500000,100000,end_edge
chrX,71400000,71600000,100000,start_edge
chrX,71500000,71700000,100000,end_edge
chrX,74100000,74300000,100000,start_edge
chrX,74600000,74800000,100000,end_edge
chrX,88800000,89000000,100000,start_edge
chrX,88900000,89100000,100000,end_edge
chrX,91600000,91800000,100000,start_edge
chrX,91700000,91900000,100000,end_edge
chrX,93200000,93400000,100000,start_edge
chrX,94600000,94800000,100000,end_edge
chrX,96900000,97100000,100000,start_edge
chrX,97100000,97300000,100000,end_edge
chrX,97300000,97500000,100000,start_edge
chrX,97400000,97600000,100000,end_edge
chrX,97500000,97700000,100000,start_edge
chrX,98200000,98400000,100000,end_edge
chrX,99200000,99400000,100000,start_edge
chrX,100300000,100500000,100000,end_edge
chrX,100700000,100900000,100000,start_edge
chrX,100900000,101100000,100000,end_edge
chrX,103400000,103600000,100000,start_edge
chrX,104700000,104900000,100000,end_edge
chrX,106300000,106500000,100000,start_edge
chrX,108700000,108900000,100000,end_edge
chrX,109300000,109500000,100000,start_edge
chrX,109600000,109800000,100000,end_edge
chrX,110500000,110700000,100000,start_edge
chrX,111300000,111500000,100000,end_edge
chrX,111500000,111700000,100000,start_edge
chrX,112100000,112300000,100000,end_edge
chrX,114500000,114700000,100000,start_edge
chrX,116800000,117000000,100000,end_edge
chrX,119700000,119900000,100000,start_edge
chrX,120900000,121100000,100000,end_edge
chrX,121100000,121300000,100000,start_edge
chrX,121200000,121400000,100000,end_edge
chrX,125600000,125800000,100000,start_edge
chrX,126600000,126800000,100000,end_edge
chrX,126800000,127000000,100000,start_edge
chrX,127100000,127300000,100000,end_edge
chrX,127900000,128100000,100000,start_edge
chrX,134000000,134200000,100000,end_edge
chrX,134100000,134300000,100000,start_edge
chrX,134600000,134800000,100000,end_edge
chrX,134700000,134900000,100000,start_edge
chrX,135300000,135500000,100000,end_edge
chrX,135500000,135700000,100000,start_edge
chrX,139000000,139200000,100000,end_edge
chrX,139100000,139300000,100000,start_edge
chrX,139200000,139400000,100000,end_edge
chrX,139300000,139500000,100000,start_edge
chrX,139600000,139800000,100000,end_edge
chrX,140900000,141100000,100000,start_edge
chrX,141500000,141700000,100000,end_edge
chrX,141700000,141900000,100000,start_edge
chrX,141800000,142000000,100000,end_edge
chrX,142500000,142700000,100000,start_edge
chrX,142600000,142800000,100000,end_edge
chrX,143400000,143600000,100000,start_edge
chrX,143500000,143700000,100000,end_edge
chrX,143700000,143900000,100000,start_edge
chrX,143900000,144100000,100000,end_edge
chrX,144300000,144500000,100000,start_edge
chrX,145000000,145200000,100000,end_edge
chrX,145100000,145300000,100000,start_edge
chrX,147100000,147300000,100000,end_edge
chrX,147200000,147400000,100000,start_edge
chrX,147300000,147500000,100000,end_edge
chrX,147500000,147700000,100000,start_edge
chrX,147700000,147900000,100000,end_edge
chrX,148700000,148900000,100000,start_edge
chrX,150200000,150400000,100000,end_edge
chrX,150500000,150700000,100000,start_edge
chrX,150600000,150800000,100000,end_edge
chrX,152200000,152400000,100000,start_edge
chrX,153200000,153400000,100000,end_edge
