chrom,start,end,resolution,label
chrX,600000,800000,100000,start_edge
chrX,1100000,1300000,100000,end_edge
chrX,1200000,1400000,100000,start_edge
chrX,2300000,2500000,100000,end_edge
chrX,7800000,8000000,100000,start_edge
chrX,7900000,8100000,100000,end_edge
chrX,9600000,9800000,100000,start_edge
chrX,9900000,10100000,100000,end_edge
chrX,10000000,10200000,100000,start_edge
chrX,10100000,10300000,100000,end_edge
chrX,10300000,10500000,100000,start_edge
chrX,10400000,10600000,100000,end_edge
chrX,10900000,11100000,100000,start_edge
chrX,11000000,11200000,100000,end_edge
chrX,12500000,12700000,100000,start_edge
chrX,13000000,13200000,100000,end_edge
chrX,13100000,13300000,100000,start_edge
chrX,13300000,13500000,100000,end_edge
chrX,16400000,16600000,100000,start_edge
chrX,19200000,19400000,100000,end_edge
chrX,19500000,19700000,100000,start_edge
chrX,19800000,20000000,100000,end_edge
chrX,20700000,20900000,100000,start_edge
chrX,21700000,21900000,100000,end_edge
chrX,21900000,22100000,100000,start_edge
chrX,28900000,29100000,100000,end_edge
chrX,29900000,30100000,100000,start_edge
chrX,30000000,30200000,100000,end_edge
chrX,37900000,38100000,100000,start_edge
chrX,40200000,40400000,100000,end_edge
chrX,40300000,40500000,100000,start_edge
chrX,40400000,40600000,100000,end_edge
chrX,40700000,40900000,100000,start_edge
chrX,40900000,41100000,100000,end_edge
chrX,41000000,41200000,100000,start_edge
chrX,41100000,41300000,100000,end_edge
chrX,47000000,47200000,100000,start_edge
chrX,50300000,50500000,100000,end_edge
chrX,50500000,50700000,100000,start_edge
chrX,50600000,50800000,100000,end_edge
chrX,53000000,53200000,100000,start_edge
chrX,54200000,54400000,100000,end_edge
chrX,67200000,67400000,100000,start_edge
chrX,70900000,71100000,100000,end_edge
chrX,71000000,71200000,100000,start_edge
chrX,71200000,71400000,100000,end_edge
chrX,71500000,71700000,100000,start_edge
chrX,72000000,72200000,100000,end_edge
chrX,72100000,72300000,100000,start_edge
chrX,73400000,73600000,100000,end_edge
chrX,73500000,73700000,100000,start_edge
chrX,74100000,74300000,100000,end_edge
chrX,74700000,74900000,100000,start_edge
chrX,77000000,77200000,100000,end_edge
chrX,77100000,77300000,100000,start_edge
chrX,77300000,77500000,100000,end_edge
chrX,77500000,77700000,100000,start_edge
chrX,78500000,78700000,100000,end_edge
chrX,78700000,78900000,100000,start_edge
chrX,78800000,79000000,100000,end_edge
chrX,79000000,79200000,100000,start_edge
chrX,79100000,79300000,100000,end_edge
chrX,79200000,79400000,100000,start_edge
chrX,79300000,79500000,100000,end_edge
chrX,79500000,79700000,100000,start_edge
chrX,79600000,79800000,100000,end_edge
chrX,79800000,80000000,100000,start_edge
chrX,80800000,81000000,100000,end_edge
chrX,81200000,81400000,100000,start_edge
chrX,81600000,81800000,100000,end_edge
chrX,81800000,82000000,100000,start_edge
chrX,82000000,82200000,100000,end_edge
chrX,82100000,82300000,100000,start_edge
chrX,82600000,82800000,100000,end_edge
chrX,82800000,83000000,100000,start_edge
chrX,84100000,84300000,100000,end_edge
chrX,84300000,84500000,100000,start_edge
chrX,84800000,85000000,100000,end_edge
chrX,85100000,85300000,100000,start_edge
chrX,85500000,85700000,100000,end_edge
chrX,85600000,85800000,100000,start_edge
chrX,85700000,85900000,100000,end_edge
chrX,86200000,86400000,100000,start_edge
chrX,86300000,86500000,100000,end_edge
chrX,87100000,87300000,100000,start_edge
chrX,87200000,87400000,100000,end_edge
chrX,87400000,87600000,100000,start_edge
chrX,87600000,87800000,100000,end_edge
chrX,88000000,88200000,100000,start_edge
chrX,88300000,88500000,100000,end_edge
chrX,89200000,89400000,100000,start_edge
chrX,89300000,89500000,100000,end_edge
chrX,89400000,89600000,100000,start_edge
chrX,91700000,91900000,100000,end_edge
chrX,97600000,97800000,100000,start_edge
chrX,97800000,98000000,100000,end_edge
chrX,97900000,98100000,100000,start_edge
chrX,100300000,100500000,100000,end_edge
chrX,100800000,101000000,100000,start_edge
chrX,100900000,101100000,100000,end_edge
chrX,103400000,103600000,100000,start_edge
chrX,104600000,104800000,100000,end_edge
chrX,106200000,106400000,100000,start_edge
chrX,107500000,107700000,100000,end_edge
chrX,107600000,107800000,100000,start_edge
chrX,107900000,108100000,100000,end_edge
chrX,108000000,108200000,100000,start_edge
chrX,108800000,109000000,100000,end_edge
chrX,109300000,109500000,100000,start_edge
