chrom,start,end,resolution,label
chrX,400000,600000,100000,start_edge
chrX,2500000,2700000,100000,end_edge
chrX,3200000,3400000,100000,start_edge
chrX,3400000,3600000,100000,end_edge
chrX,4200000,4400000,100000,start_edge
chrX,4400000,4600000,100000,end_edge
chrX,6500000,6700000,100000,start_edge
chrX,6800000,7000000,100000,end_edge
chrX,8200000,8400000,100000,start_edge
chrX,9700000,9900000,100000,end_edge
chrX,9900000,10100000,100000,start_edge
chrX,10200000,10400000,100000,end_edge
chrX,12300000,12500000,100000,start_edge
chrX,13100000,13300000,100000,end_edge
chrX,13200000,13400000,100000,start_edge
chrX,13600000,13800000,100000,end_edge
chrX,14900000,15100000,100000,start_edge
chrX,15600000,15800000,100000,end_edge
chrX,16300000,16500000,100000,start_edge
chrX,16800000,17000000,100000,end_edge
chrX,17100000,17300000,100000,start_edge
chrX,17200000,17400000,100000,end_edge
chrX,17300000,17500000,100000,start_edge
chrX,17400000,17600000,100000,end_edge
chrX,18000000,18200000,100000,start_edge
chrX,18400000,18600000,100000,end_edge
chrX,18500000,18700000,100000,start_edge
chrX,20200000,20400000,100000,end_edge
chrX,21300000,21500000,100000,start_edge
chrX,21800000,22000000,100000,end_edge
chrX,23300000,23500000,100000,start_edge
chrX,24500000,24700000,100000,end_edge
chrX,29900000,30100000,100000,start_edge
chrX,30800000,31000000,100000,end_edge
chrX,37300000,37500000,100000,start_edge
chrX,37500000,37700000,100000,end_edge
chrX,38300000,38500000,100000,start_edge
chrX,41400000,41600000,100000,end_edge
chrX,43400000,43600000,100000,start_edge
chrX,43500000,43700000,100000,end_edge
chrX,43800000,44000000,100000,start_edge
chrX,44100000,44300000,100000,end_edge
chrX,44300000,44500000,100000,start_edge
chrX,44900000,45100000,100000,end_edge
chrX,45500000,45700000,100000,start_edge
chrX,45700000,45900000,100000,end_edge
chrX,46300000,46500000,100000,start_edge
chrX,50900000,51100000,100000,end_edge
chrX,51100000,51300000,100000,start_edge
chrX,52100000,52300000,100000,end_edge
chrX,52500000,52700000,100000,start_edge
chrX,55300000,55500000,100000,end_edge
chrX,55500000,55700000,100000,start_edge
chrX,55900000,56100000,100000,end_edge
chrX,56400000,56600000,100000,start_edge
chrX,56600000,56800000,100000,end_edge
chrX,59100000,59300000,100000,start_edge
chrX,59400000,59600000,100000,end_edge
chrX,63600000,63800000,100000,start_edge
chrX,64200000,64400000,100000,end_edge
chrX,64300000,64500000,100000,start_edge
chrX,64700000,64900000,100000,end_edge
chrX,64900000,65100000,100000,start_edge
chrX,66500000,66700000,100000,end_edge
chrX,66900000,67100000,100000,start_edge
chrX,68700000,68900000,100000,end_edge
chrX,68900000,69100000,100000,start_edge
chrX,69700000,69900000,100000,end_edge
chrX,71200000,71400000,100000,start_edge
chrX,72100000,72300000,100000,end_edge
chrX,72200000,72400000,100000,start_edge
chrX,72600000,72800000,100000,end_edge
chrX,72800000,73000000,100000,start_edge
chrX,73000000,73200000,100000,end_edge
chrX,74100000,74300000,100000,start_edge
chrX,74800000,75000000,100000,end_edge
chrX,77000000,77200000,100000,start_edge
chrX,77100000,77300000,100000,end_edge
chrX,77300000,77500000,100000,start_edge
chrX,77900000,78100000,100000,end_edge
chrX,91500000,91700000,100000,start_edge
chrX,91700000,91900000,100000,end_edge
chrX,93000000,93200000,100000,start_edge
chrX,94100000,94300000,100000,end_edge
chrX,94200000,94400000,100000,start_edge
chrX,94300000,94500000,100000,end_edge
chrX,97300000,97500000,100000,start_edge
chrX,97400000,97600000,100000,end_edge
chrX,97500000,97700000,100000,start_edge
chrX,98500000,98700000,100000,end_edge
chrX,99100000,99300000,100000,start_edge
chrX,99300000,99500000,100000,end_edge
chrX,99400000,99600000,100000,start_edge
chrX,100300000,100500000,100000,end_edge
chrX,100700000,100900000,100000,start_edge
chrX,101000000,101200000,100000,end_edge
chrX,102400000,102600000,100000,start_edge
chrX,102500000,102700000,100000,end_edge
chrX,103400000,103600000,100000,start_edge
chrX,105300000,105500000,100000,end_edge
chrX,106100000,106300000,100000,start_edge
chrX,106200000,106400000,100000,end_edge
chrX,106300000,106500000,100000,start_edge
chrX,107100000,107300000,100000,end_edge
chrX,107700000,107900000,100000,start_edge
chrX,107800000,108000000,100000,end_edge
chrX,108200000,108400000,100000,start_edge
chrX,110400000,110600000,100000,end_edge
chrX,111800000,112000000,100000,start_edge
chrX,112100000,112300000,100000,end_edge
chrX,114500000,114700000,100000,start_edge
chrX,116900000,117100000,100000,end_edge
chrX,119700000,119900000,100000,start_edge
chrX,120200000,120400000,100000,end_edge
chrX,122400000,122600000,100000,start_edge
chrX,122500000,122700000,100000,end_edge
chrX,125600000,125800000,100000,start_edge
chrX,126600000,126800000,100000,end_edge
chrX,126700000,126900000,100000,start_edge
chrX,126800000,127000000,100000,end_edge
chrX,128200000,128400000,100000,start_edge
chrX,128900000,129100000,100000,end_edge
chrX,129500000,129700000,100000,start_edge
chrX,129700000,129900000,100000,end_edge
chrX,129800000,130000000,100000,start_edge
chrX,133000000,133200000,100000,end_edge
chrX,135800000,136000000,100000,start_edge
chrX,136100000,136300000,100000,end_edge
chrX,136800000,137000000,100000,start_edge
chrX,136900000,137100000,100000,end_edge
chrX,137000000,137200000,100000,start_edge
chrX,137100000,137300000,100000,end_edge
chrX,137300000,137500000,100000,start_edge
chrX,137500000,137700000,100000,end_edge
chrX,141800000,142000000,100000,start_edge
chrX,142300000,142500000,100000,end_edge
chrX,143800000,144000000,100000,start_edge
chrX,144100000,144300000,100000,end_edge
chrX,144300000,144500000,100000,start_edge
chrX,145000000,145200000,100000,end_edge
chrX,145100000,145300000,100000,start_edge
chrX,145300000,145500000,100000,end_edge
chrX,145400000,145600000,100000,start_edge
chrX,147000000,147200000,100000,end_edge
chrX,148700000,148900000,100000,start_edge
chrX,149000000,149200000,100000,end_edge
chrX,149200000,149400000,100000,start_edge
chrX,150800000,151000000,100000,end_edge
chrX,152200000,152400000,100000,start_edge
chrX,153200000,153400000,100000,end_edge
