chrom,start,end,resolution,label
chrX,0,1000000,500000,start_edge
chrX,2000000,3000000,500000,end_edge
chrX,2500000,3500000,500000,start_edge
chrX,3000000,4000000,500000,end_edge
chrX,8000000,9000000,500000,start_edge
chrX,10000000,11000000,500000,end_edge
chrX,10500000,11500000,500000,start_edge
chrX,13000000,14000000,500000,end_edge
chrX,16000000,17000000,500000,start_edge
chrX,19500000,20500000,500000,end_edge
chrX,23000000,24000000,500000,start_edge
chrX,24500000,25500000,500000,end_edge
chrX,36500000,37500000,500000,start_edge
chrX,41500000,42500000,500000,end_edge
chrX,43000000,44000000,500000,start_edge
chrX,44500000,45500000,500000,end_edge
chrX,46000000,47000000,500000,start_edge
chrX,50000000,51000000,500000,end_edge
chrX,51000000,52000000,500000,start_edge
chrX,51500000,52500000,500000,end_edge
chrX,52000000,53000000,500000,start_edge
chrX,55000000,56000000,500000,end_edge
chrX,55500000,56500000,500000,start_edge
chrX,57000000,58000000,500000,end_edge
chrX,61000000,62000000,500000,start_edge
chrX,62000000,63000000,500000,end_edge
chrX,64500000,65500000,500000,start_edge
chrX,66000000,67000000,500000,end_edge
chrX,66500000,67500000,500000,start_edge
chrX,69500000,70500000,500000,end_edge
chrX,70500000,71500000,500000,start_edge
chrX,71500000,72500000,500000,end_edge
chrX,72000000,73000000,500000,start_edge
chrX,75000000,76000000,500000,end_edge
chrX,76500000,77500000,500000,start_edge
chrX,77000000,78000000,500000,end_edge
chrX,93000000,94000000,500000,start_edge
chrX,94000000,95000000,500000,end_edge
chrX,97000000,98000000,500000,start_edge
chrX,98000000,99000000,500000,end_edge
chrX,98500000,99500000,500000,start_edge
chrX,100500000,101500000,500000,end_edge
chrX,103000000,104000000,500000,start_edge
chrX,105000000,106000000,500000,end_edge
chrX,105500000,106500000,500000,start_edge
chrX,108000000,109000000,500000,end_edge
chrX,111500000,112500000,500000,start_edge
chrX,112000000,113000000,500000,end_edge
chrX,114000000,115000000,500000,start_edge
chrX,116500000,117500000,500000,end_edge
chrX,119000000,120000000,500000,start_edge
chrX,120000000,121000000,500000,end_edge
chrX,125000000,126000000,500000,start_edge
chrX,126500000,127500000,500000,end_edge
chrX,129000000,130000000,500000,start_edge
chrX,129500000,130500000,500000,end_edge
chrX,130000000,131000000,500000,start_edge
chrX,132500000,133500000,500000,end_edge
chrX,145500000,146500000,500000,start_edge
chrX,146500000,147500000,500000,end_edge
chrX,149000000,150000000,500000,start_edge
chrX,150500000,151500000,500000,end_edge
chrX,152000000,153000000,500000,start_edge
chrX,152500000,153500000,500000,end_edge
