chrom,start,end,resolution,label
chrX,700000,900000,100000,start_edge
chrX,3500000,3700000,100000,end_edge
chrX,6500000,6700000,100000,start_edge
chrX,6700000,6900000,100000,end_edge
chrX,8200000,8400000,100000,start_edge
chrX,13600000,13800000,100000,end_edge
chrX,14900000,15100000,100000,start_edge
chrX,20300000,20500000,100000,end_edge
chrX,21300000,21500000,100000,start_edge
chrX,25000000,25200000,100000,end_edge
chrX,27500000,27700000,100000,start_edge
chrX,27900000,28100000,100000,end_edge
chrX,29700000,29900000,100000,start_edge
chrX,30600000,30800000,100000,end_edge
chrX,30800000,31000000,100000,start_edge
chrX,31500000,31700000,100000,end_edge
chrX,37200000,37400000,100000,start_edge
chrX,42000000,42200000,100000,end_edge
chrX,43300000,43500000,100000,start_edge
chrX,50800000,51000000,100000,end_edge
chrX,51200000,51400000,100000,start_edge
chrX,51600000,51800000,100000,end_edge
chrX,52400000,52600000,100000,start_edge
chrX,54700000,54900000,100000,end_edge
chrX,62000000,62200000,100000,start_edge
chrX,62500000,62700000,100000,end_edge
chrX,65100000,65300000,100000,start_edge
chrX,69700000,69900000,100000,end_edge
chrX,71000000,71200000,100000,start_edge
chrX,71600000,71800000,100000,end_edge
chrX,74000000,74200000,100000,start_edge
chrX,74800000,75000000,100000,end_edge
chrX,82600000,82800000,100000,start_edge
chrX,82900000,83100000,100000,end_edge
chrX,93100000,93300000,100000,start_edge
chrX,94500000,94700000,100000,end_edge
chrX,97200000,97400000,100000,start_edge
chrX,98500000,98700000,100000,end_edge
chrX,99000000,99200000,100000,start_edge
chrX,101100000,101300000,100000,end_edge
chrX,103100000,103300000,100000,start_edge
chrX,105200000,105400000,100000,end_edge
chrX,106100000,106300000,100000,start_edge
chrX,107900000,108100000,100000,end_edge
chrX,109300000,109500000,100000,start_edge
chrX,109500000,109700000,100000,end_edge
chrX,111400000,111600000,100000,start_edge
chrX,112300000,112500000,100000,end_edge
chrX,114200000,114400000,100000,start_edge
chrX,116900000,117100000,100000,end_edge
chrX,119500000,119700000,100000,start_edge
chrX,120500000,120700000,100000,end_edge
chrX,125400000,125600000,100000,start_edge
chrX,127000000,127200000,100000,end_edge
chrX,128100000,128300000,100000,start_edge
chrX,128200000,128400000,100000,end_edge
chrX,128300000,128500000,100000,start_edge
chrX,133100000,133300000,100000,end_edge
chrX,135700000,135900000,100000,start_edge
chrX,136100000,136300000,100000,end_edge
chrX,136900000,137100000,100000,start_edge
chrX,137600000,137800000,100000,end_edge
chrX,143700000,143900000,100000,start_edge
chrX,144800000,145000000,100000,end_edge
chrX,145200000,145400000,100000,start_edge
chrX,147000000,147200000,100000,end_edge
chrX,148600000,148800000,100000,start_edge
chrX,152000000,152200000,100000,end_edge
