chrom,start,end,resolution
chrX,900000,2400000,100000
chrX,2500000,2600000,100000
chrX,3200000,3300000,100000
chrX,7900000,8000000,100000
chrX,8800000,10400000,100000
chrX,10700000,11600000,100000
chrX,11700000,13800000,100000
chrX,14500000,14600000,100000
chrX,14900000,15700000,100000
chrX,16100000,20100000,100000
chrX,21600000,21800000,100000
chrX,23400000,24900000,100000
chrX,37100000,42000000,100000
chrX,42500000,42900000,100000
chrX,43200000,45200000,100000
chrX,45600000,45900000,100000
chrX,46200000,52000000,100000
chrX,52100000,56800000,100000
chrX,56900000,57100000,100000
chrX,57300000,57800000,100000
chrX,62100000,62400000,100000
chrX,65400000,65600000,100000
chrX,65700000,66400000,100000
chrX,67100000,67600000,100000
chrX,67900000,68800000,100000
chrX,69000000,69400000,100000
chrX,71300000,71400000,100000
chrX,71500000,71700000,100000
chrX,73000000,73200000,100000
chrX,74300000,74900000,100000
chrX,77400000,77600000,100000
chrX,91700000,91800000,100000
chrX,93800000,94000000,100000
chrX,97400000,97500000,100000
chrX,97800000,97900000,100000
chrX,98200000,98300000,100000
chrX,99300000,99400000,100000
chrX,99900000,100000000,100000
chrX,100100000,100300000,100000
chrX,103700000,104000000,100000
chrX,104200000,104700000,100000
chrX,104800000,105100000,100000
chrX,107100000,107200000,100000
chrX,107800000,107900000,100000
chrX,112100000,112200000,100000
chrX,114600000,116500000,100000
chrX,116600000,116800000,100000
chrX,119900000,120300000,100000
chrX,125700000,126600000,100000
chrX,130600000,133100000,100000
chrX,136100000,136200000,100000
chrX,145400000,147100000,100000
chrX,148800000,149100000,100000
chrX,149300000,150900000,100000
chrX,152300000,153300000,100000
