chrom,start,end,resolution
chrX,500000,800000,100000
chrX,900000,2400000,100000
chrX,7900000,8000000,100000
chrX,9000000,9100000,100000
chrX,9800000,9900000,100000
chrX,10000000,10400000,100000
chrX,10700000,11100000,100000
chrX,11300000,11500000,100000
chrX,12500000,13700000,100000
chrX,14900000,15700000,100000
chrX,16200000,16900000,100000
chrX,17300000,17700000,100000
chrX,17800000,20300000,100000
chrX,21600000,22100000,100000
chrX,22300000,22700000,100000
chrX,22900000,25000000,100000
chrX,30000000,30100000,100000
chrX,30500000,30800000,100000
chrX,31000000,31200000,100000
chrX,37500000,41500000,100000
chrX,43500000,43700000,100000
chrX,44100000,44500000,100000
chrX,44700000,45000000,100000
chrX,46500000,48100000,100000
chrX,48400000,49400000,100000
chrX,49600000,50100000,100000
chrX,50300000,50700000,100000
chrX,52800000,53500000,100000
chrX,53700000,54300000,100000
chrX,62200000,62400000,100000
chrX,65300000,65600000,100000
chrX,65700000,66400000,100000
chrX,67100000,69500000,100000
chrX,69600000,69800000,100000
chrX,70000000,71000000,100000
chrX,71100000,71200000,100000
chrX,71700000,74200000,100000
chrX,74900000,77400000,100000
chrX,77600000,77800000,100000
chrX,78200000,79400000,100000
chrX,79500000,79800000,100000
chrX,79900000,80000000,100000
chrX,81200000,88400000,100000
chrX,88500000,88900000,100000
chrX,89000000,89100000,100000
chrX,89300000,89400000,100000
chrX,90000000,90500000,100000
chrX,90700000,91000000,100000
chrX,91100000,91200000,100000
chrX,91500000,91800000,100000
chrX,97400000,97500000,100000
chrX,97700000,97900000,100000
chrX,98000000,100900000,100000
chrX,103700000,104700000,100000
chrX,104800000,105100000,100000
chrX,105300000,105400000,100000
chrX,106300000,107200000,100000
chrX,107700000,108000000,100000
chrX,108300000,108500000,100000
chrX,109400000,109600000,100000
chrX,111600000,112200000,100000
chrX,114600000,117000000,100000
chrX,119400000,119500000,100000
chrX,119700000,120400000,100000
chrX,125700000,127400000,100000
chrX,128000000,130000000,100000
chrX,130600000,131500000,100000
chrX,131600000,133200000,100000
chrX,135800000,136200000,100000
chrX,137300000,137400000,100000
chrX,140000000,140100000,100000
chrX,143900000,144100000,100000
chrX,145500000,147100000,100000
chrX,147300000,147400000,100000
chrX,148800000,152200000,100000
