chrom,start,end,resolution
chrX,300000,2400000,100000
chrX,7900000,8000000,100000
chrX,8400000,9300000,100000
chrX,9400000,9800000,100000
chrX,10000000,10400000,100000
chrX,10800000,11000000,100000
chrX,12400000,12500000,100000
chrX,12600000,13200000,100000
chrX,13300000,13700000,100000
chrX,15000000,15700000,100000
chrX,16400000,17000000,100000
chrX,17200000,17600000,100000
chrX,18100000,20300000,100000
chrX,21400000,22000000,100000
chrX,23300000,24600000,100000
chrX,30000000,30700000,100000
chrX,31800000,31900000,100000
chrX,32800000,33000000,100000
chrX,37400000,37600000,100000
chrX,38100000,38200000,100000
chrX,38400000,41300000,100000
chrX,43900000,44000000,100000
chrX,44800000,44900000,100000
chrX,46600000,48300000,100000
chrX,48400000,50000000,100000
chrX,51600000,51900000,100000
chrX,52800000,54300000,100000
chrX,59500000,59800000,100000
chrX,65800000,66300000,100000
chrX,67100000,68800000,100000
chrX,69200000,69800000,100000
chrX,71000000,71100000,100000
chrX,71300000,73100000,100000
chrX,74300000,74600000,100000
chrX,77100000,77200000,100000
chrX,77400000,78200000,100000
chrX,78800000,79100000,100000
chrX,79200000,79300000,100000
chrX,79400000,79700000,100000
chrX,81200000,81300000,100000
chrX,81800000,82000000,100000
chrX,82400000,84700000,100000
chrX,88900000,89300000,100000
chrX,90000000,90500000,100000
chrX,90600000,91400000,100000
chrX,91600000,91800000,100000
chrX,97600000,100400000,100000
chrX,100800000,101000000,100000
chrX,103600000,104900000,100000
chrX,106400000,107200000,100000
chrX,108400000,110500000,100000
chrX,111800000,112200000,100000
chrX,114600000,116900000,100000
chrX,119900000,120300000,100000
chrX,125700000,127200000,100000
chrX,128000000,128100000,100000
chrX,128300000,129100000,100000
chrX,129200000,129300000,100000
chrX,129400000,130000000,100000
chrX,130100000,130500000,100000
chrX,130600000,132400000,100000
chrX,132500000,132700000,100000
chrX,132800000,133000000,100000
chrX,137100000,137800000,100000
chrX,140300000,140400000,100000
chrX,140600000,140700000,100000
chrX,141900000,142300000,100000
chrX,143900000,144200000,100000
chrX,144300000,145100000,100000
chrX,145500000,146100000,100000
chrX,146200000,147100000,100000
chrX,148800000,149100000,100000
chrX,149300000,152200000,100000
