chrom,start,end,resolution
chrX,500000,2500000,500000
chrX,3000000,3500000,500000
chrX,8500000,10500000,500000
chrX,11000000,13500000,500000
chrX,16500000,20000000,500000
chrX,23500000,25000000,500000
chrX,37000000,42000000,500000
chrX,43500000,45000000,500000
chrX,46500000,50500000,500000
chrX,51500000,52000000,500000
chrX,52500000,55500000,500000
chrX,56000000,57500000,500000
chrX,61500000,62500000,500000
chrX,65000000,66500000,500000
chrX,67000000,70000000,500000
chrX,71000000,72000000,500000
chrX,72500000,75500000,500000
chrX,77000000,77500000,500000
chrX,93500000,94500000,500000
chrX,97500000,98500000,500000
chrX,99000000,101000000,500000
chrX,103500000,105500000,500000
chrX,106000000,108500000,500000
chrX,112000000,112500000,500000
chrX,114500000,117000000,500000
chrX,119500000,120500000,500000
chrX,125500000,127000000,500000
chrX,129500000,130000000,500000
chrX,130500000,133000000,500000
chrX,146000000,147000000,500000
chrX,149500000,151000000,500000
chrX,152500000,153000000,500000
