chrom,start,end,resolution
chrX,400000,2500000,100000
chrX,8500000,10000000,100000
chrX,12500000,13600000,100000
chrX,15100000,15700000,100000
chrX,16300000,17000000,100000
chrX,18100000,20300000,100000
chrX,21400000,21900000,100000
chrX,23400000,24600000,100000
chrX,30200000,30700000,100000
chrX,37500000,37700000,100000
chrX,38400000,41500000,100000
chrX,43700000,45100000,100000
chrX,46400000,52200000,100000
chrX,52500000,55900000,100000
chrX,59000000,59300000,100000
chrX,63800000,66500000,100000
chrX,67000000,68800000,100000
chrX,69100000,69800000,100000
chrX,71300000,72700000,100000
chrX,74200000,74900000,100000
chrX,77200000,77900000,100000
chrX,93000000,94300000,100000
chrX,97400000,98600000,100000
chrX,99300000,100400000,100000
chrX,100900000,101100000,100000
chrX,103400000,105300000,100000
chrX,106300000,107300000,100000
chrX,108300000,110400000,100000
chrX,111900000,112200000,100000
chrX,114600000,117000000,100000
chrX,119800000,120400000,100000
chrX,125600000,126800000,100000
chrX,128200000,129100000,100000
chrX,129600000,133000000,100000
chrX,137200000,137700000,100000
chrX,141900000,142400000,100000
chrX,144000000,147100000,100000
chrX,148700000,150800000,100000
chrX,152100000,153300000,100000
