chrom,start,end,resolution
chrX,500000,2500000,500000
chrX,11500000,12500000,500000
chrX,16500000,20000000,500000
chrX,21000000,29000000,500000
chrX,38000000,40500000,500000
chrX,47000000,50000000,500000
chrX,53000000,57500000,500000
chrX,64000000,74500000,500000
chrX,76000000,78000000,500000
chrX,88000000,88500000,500000
chrX,89000000,91500000,500000
chrX,98000000,100500000,500000
chrX,103500000,104500000,500000
chrX,106500000,109000000,500000
chrX,109500000,110000000,500000
chrX,110500000,112500000,500000
chrX,114000000,116500000,500000
chrX,126000000,127000000,500000
chrX,128000000,130000000,500000
chrX,130500000,133000000,500000
chrX,137500000,138000000,500000
chrX,146000000,149000000,500000
