chrom,start,end,resolution
chrX,500000,800000,100000
chrX,900000,1200000,100000
chrX,1300000,2400000,100000
chrX,7900000,8000000,100000
chrX,9000000,9100000,100000
chrX,10500000,10600000,100000
chrX,12100000,12200000,100000
chrX,12700000,12800000,100000
chrX,12900000,13000000,100000
chrX,15500000,15600000,100000
chrX,16500000,16700000,100000
chrX,17900000,18300000,100000
chrX,19100000,20000000,100000
chrX,20700000,28400000,100000
chrX,28500000,28700000,100000
chrX,30100000,30200000,100000
chrX,30500000,30700000,100000
chrX,30900000,31100000,100000
chrX,37300000,37500000,100000
chrX,37600000,37900000,100000
chrX,38000000,40200000,100000
chrX,40400000,40600000,100000
chrX,40900000,41000000,100000
chrX,47100000,47200000,100000
chrX,47300000,48200000,100000
chrX,48300000,50800000,100000
chrX,51000000,51600000,100000
chrX,52100000,52200000,100000
chrX,52700000,52800000,100000
chrX,53400000,53500000,100000
chrX,54000000,54100000,100000
chrX,67600000,67900000,100000
chrX,68000000,68100000,100000
chrX,68200000,71000000,100000
chrX,71100000,71200000,100000
chrX,71600000,71800000,100000
chrX,71900000,72000000,100000
chrX,72200000,74200000,100000
chrX,74800000,77100000,100000
chrX,77200000,77400000,100000
chrX,77700000,77800000,100000
chrX,78300000,78600000,100000
chrX,78800000,79400000,100000
chrX,79600000,79700000,100000
chrX,79900000,80200000,100000
chrX,80400000,80800000,100000
chrX,81300000,81500000,100000
chrX,81800000,82200000,100000
chrX,82300000,82700000,100000
chrX,82800000,83300000,100000
chrX,83700000,84200000,100000
chrX,88200000,88400000,100000
chrX,90000000,90800000,100000
chrX,90900000,91000000,100000
chrX,91100000,91400000,100000
chrX,91600000,91900000,100000
chrX,97900000,98000000,100000
chrX,98100000,101700000,100000
chrX,101800000,102000000,100000
chrX,103100000,103400000,100000
chrX,103500000,105200000,100000
chrX,105300000,105500000,100000
chrX,106100000,107300000,100000
chrX,107400000,107700000,100000
chrX,107800000,107900000,100000
chrX,108000000,108100000,100000
chrX,108500000,109000000,100000
chrX,109300000,109600000,100000
chrX,109900000,110100000,100000
chrX,112600000,112700000,100000
chrX,113000000,118800000,100000
chrX,120000000,120300000,100000
chrX,125800000,127600000,100000
chrX,127900000,130400000,100000
chrX,130500000,131400000,100000
chrX,131500000,131700000,100000
chrX,131800000,135400000,100000
chrX,137500000,137900000,100000
chrX,138000000,138100000,100000
chrX,138200000,138300000,100000
chrX,138400000,138800000,100000
chrX,138900000,139000000,100000
chrX,139100000,139400000,100000
chrX,139800000,139900000,100000
chrX,140000000,140200000,100000
chrX,140400000,140500000,100000
chrX,140600000,141200000,100000
chrX,141900000,142000000,100000
chrX,142100000,142200000,100000
chrX,143700000,143800000,100000
chrX,143900000,144000000,100000
chrX,144900000,145100000,100000
chrX,145300000,152000000,100000
