chrom,start,end,resolution
chrX,800000,3300000,100000
chrX,8400000,13400000,100000
chrX,15100000,20300000,100000
chrX,21600000,24600000,100000
chrX,30100000,30400000,100000
chrX,31100000,31400000,100000
chrX,37600000,41500000,100000
chrX,43600000,46000000,100000
chrX,46100000,48000000,100000
chrX,48400000,49200000,100000
chrX,50500000,50700000,100000
chrX,52800000,54300000,100000
chrX,62200000,62500000,100000
chrX,65500000,66500000,100000
chrX,67000000,69600000,100000
chrX,71000000,71700000,100000
chrX,74000000,74900000,100000
chrX,80900000,82200000,100000
chrX,82500000,83200000,100000
chrX,83900000,84500000,100000
chrX,88600000,89300000,100000
chrX,90200000,90300000,100000
chrX,93900000,94100000,100000
chrX,97500000,98800000,100000
chrX,99000000,101000000,100000
chrX,103500000,105100000,100000
chrX,106300000,107700000,100000
chrX,111600000,112200000,100000
chrX,114600000,116600000,100000
chrX,119800000,120300000,100000
chrX,125800000,127500000,100000
chrX,127800000,130300000,100000
chrX,130500000,133100000,100000
chrX,135900000,136000000,100000
chrX,137200000,137700000,100000
chrX,145600000,146900000,100000
chrX,148900000,152200000,100000
