chrom,start,end,resolution
chrX,1500000,2500000,500000
chrX,18000000,18500000,500000
chrX,19000000,20000000,500000
chrX,21000000,28500000,500000
chrX,37000000,40500000,500000
chrX,47000000,50500000,500000
chrX,52500000,57500000,500000
chrX,68000000,74500000,500000
chrX,75000000,80000000,500000
chrX,80500000,81000000,500000
chrX,81500000,84500000,500000
chrX,90000000,92000000,500000
chrX,98000000,102000000,500000
chrX,104500000,105000000,500000
chrX,116000000,120500000,500000
chrX,126000000,135500000,500000
chrX,138000000,139500000,500000
chrX,140000000,141000000,500000
chrX,144500000,145000000,500000
chrX,146000000,150000000,500000
