chrom,start,end,resolution
chrX,700000,2500000,100000
chrX,8700000,10400000,100000
chrX,10800000,13800000,100000
chrX,14800000,15800000,100000
chrX,16100000,20200000,100000
chrX,23300000,24900000,100000
chrX,37100000,42100000,100000
chrX,42500000,42900000,100000
chrX,43200000,45300000,100000
chrX,45500000,46000000,100000
chrX,46100000,57800000,100000
chrX,65500000,66400000,100000
chrX,67200000,67600000,100000
chrX,67800000,68800000,100000
chrX,69100000,69400000,100000
chrX,71400000,71600000,100000
chrX,74300000,74800000,100000
chrX,93900000,94100000,100000
chrX,103900000,104000000,100000
chrX,104100000,105100000,100000
chrX,114700000,116700000,100000
chrX,120000000,120300000,100000
chrX,125800000,126600000,100000
chrX,130500000,133200000,100000
chrX,145300000,147100000,100000
chrX,148800000,151000000,100000
chrX,152100000,153300000,100000
