chrom,start,end,resolution
chrX,600000,2600000,100000
chrX,3200000,3500000,100000
chrX,4100000,4700000,100000
chrX,6600000,7100000,100000
chrX,7300000,7600000,100000
chrX,8300000,10400000,100000
chrX,10700000,11400000,100000
chrX,12400000,13700000,100000
chrX,14900000,15900000,100000
chrX,16300000,17600000,100000
chrX,18000000,20400000,100000
chrX,21300000,22000000,100000
chrX,23300000,24700000,100000
chrX,27000000,27200000,100000
chrX,30000000,31400000,100000
chrX,31800000,31900000,100000
chrX,32800000,32900000,100000
chrX,37300000,37900000,100000
chrX,38100000,38200000,100000
chrX,38300000,41700000,100000
chrX,43400000,45200000,100000
chrX,45500000,45800000,100000
chrX,46300000,56900000,100000
chrX,57000000,57400000,100000
chrX,57500000,57600000,100000
chrX,63700000,64100000,100000
chrX,64200000,64300000,100000
chrX,64500000,64800000,100000
chrX,65000000,66600000,100000
chrX,67000000,68800000,100000
chrX,68900000,69800000,100000
chrX,71200000,72800000,100000
chrX,72900000,73100000,100000
chrX,74200000,74900000,100000
chrX,77100000,77200000,100000
chrX,77400000,77800000,100000
chrX,77900000,78000000,100000
chrX,82700000,82900000,100000
chrX,93100000,93700000,100000
chrX,97600000,98600000,100000
chrX,99200000,100400000,100000
chrX,100800000,101200000,100000
chrX,102500000,102600000,100000
chrX,103500000,105400000,100000
chrX,106200000,107200000,100000
chrX,107800000,107900000,100000
chrX,108300000,110500000,100000
chrX,111900000,112200000,100000
chrX,114600000,117000000,100000
chrX,119800000,120400000,100000
chrX,122500000,122600000,100000
chrX,125600000,126700000,100000
chrX,126800000,126900000,100000
chrX,128300000,129000000,100000
chrX,129500000,133100000,100000
chrX,135900000,136200000,100000
chrX,136900000,137000000,100000
chrX,137100000,137600000,100000
chrX,141900000,142400000,100000
chrX,143900000,144200000,100000
chrX,144400000,147100000,100000
chrX,148800000,151200000,100000
chrX,151800000,152200000,100000
chrX,152300000,152400000,100000
chrX,152800000,153000000,100000
