chrom,start,end,resolution
chrX,500000,3300000,100000
chrX,16300000,16700000,100000
chrX,17900000,19100000,100000
chrX,23600000,24200000,100000
chrX,39300000,41500000,100000
chrX,44300000,45600000,100000
chrX,46400000,57800000,100000
chrX,65300000,66600000,100000
chrX,67100000,69300000,100000
chrX,74300000,74800000,100000
chrX,93400000,94700000,100000
chrX,97500000,98400000,100000
chrX,99400000,100400000,100000
chrX,103600000,104800000,100000
chrX,106500000,108800000,100000
chrX,110500000,112000000,100000
chrX,114500000,117000000,100000
chrX,119800000,121200000,100000
chrX,125700000,126700000,100000
chrX,127000000,127100000,100000
chrX,128100000,139700000,100000
chrX,141100000,141700000,100000
chrX,143700000,143900000,100000
chrX,144500000,147300000,100000
chrX,147400000,147600000,100000
chrX,148700000,150300000,100000
chrX,150400000,150500000,100000
chrX,152200000,153300000,100000
