chrom,start,end,resolution
chrX,1000000,1500000,100000
chrX,1600000,3400000,100000
chrX,8400000,13400000,100000
chrX,15300000,17800000,100000
chrX,17900000,20300000,100000
chrX,21600000,24900000,100000
chrX,30400000,30500000,100000
chrX,31100000,31300000,100000
chrX,37600000,38200000,100000
chrX,38400000,41700000,100000
chrX,43500000,45900000,100000
chrX,46200000,49300000,100000
chrX,49700000,50000000,100000
chrX,50400000,50700000,100000
chrX,52600000,54400000,100000
chrX,60100000,60200000,100000
chrX,60300000,60400000,100000
chrX,60600000,60700000,100000
chrX,62100000,62600000,100000
chrX,63400000,63600000,100000
chrX,64500000,64700000,100000
chrX,65100000,69800000,100000
chrX,71000000,71100000,100000
chrX,71200000,71700000,100000
chrX,72100000,72200000,100000
chrX,73000000,73100000,100000
chrX,74100000,74900000,100000
chrX,77400000,77600000,100000
chrX,77900000,78100000,100000
chrX,81800000,82000000,100000
chrX,82700000,82900000,100000
chrX,88500000,88600000,100000
chrX,88900000,89000000,100000
chrX,93200000,94600000,100000
chrX,97300000,98500000,100000
chrX,99200000,101100000,100000
chrX,102500000,102700000,100000
chrX,103200000,105400000,100000
chrX,106200000,108000000,100000
chrX,108400000,108500000,100000
chrX,109300000,109600000,100000
chrX,111500000,112200000,100000
chrX,114300000,117000000,100000
chrX,119400000,119700000,100000
chrX,119800000,120800000,100000
chrX,121100000,121500000,100000
chrX,125600000,126800000,100000
chrX,126900000,127300000,100000
chrX,127800000,128100000,100000
chrX,128300000,129300000,100000
chrX,129400000,133200000,100000
chrX,134800000,134900000,100000
chrX,135900000,136200000,100000
chrX,137100000,137700000,100000
chrX,143700000,145000000,100000
chrX,145200000,147100000,100000
chrX,148800000,151600000,100000
chrX,151700000,151900000,100000
